             ec_s1 |       fc | 232.626345*cm 0.000000*cm 723.866183*cm | ordered: zxy 90.0*deg 25.0*deg 0.0*deg |   G4Trap | 26.7767*cm 0.0*rad 0.0*rad 204.35336*cm 1.0E-6*cm 209.32463509128354*cm 0.0*rad 204.35336*cm 1.0E-6*cm 209.32463509128354*cm 0.0*rad  | 
W_strip_30_29_s2_stack_2 | W-scintillator_30_s2_view_3_stack_2 | 11.030845*cm -106.068061*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.050860000000001*cm 180.50523088456617*cm 174.28091259944887*cm -0.103625284124869*rad 5.050860000000001*cm 180.50523088456617*cm 174.28091259944887*cm -0.103625284124869*rad  | 
W_strip_30_30_s2_stack_2 | W-scintillator_30_s2_view_3_stack_2 | 12.081402*cm -116.169781*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.050860000000001*cm 186.72954916968348*cm 180.50523088456617*cm -0.103625284124869*rad 5.050860000000001*cm 186.72954916968348*cm 180.50523088456617*cm -0.103625284124869*rad  | 
W_strip_30_31_s2_stack_2 | W-scintillator_30_s2_view_3_stack_2 | 13.131958*cm -126.271501*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.050860000000001*cm 192.9538674548008*cm 186.72954916968348*cm -0.103625284124869*rad 5.050860000000001*cm 192.9538674548008*cm 186.72954916968348*cm -0.103625284124869*rad  | 
W_strip_30_32_s2_stack_2 | W-scintillator_30_s2_view_3_stack_2 | 14.182515*cm -136.373221*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.050860000000001*cm 199.1781857399181*cm 192.9538674548008*cm -0.103625284124869*rad 5.050860000000001*cm 199.1781857399181*cm 192.9538674548008*cm -0.103625284124869*rad  | 
W_strip_30_33_s2_stack_2 | W-scintillator_30_s2_view_3_stack_2 | 15.233072*cm -146.474941*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.050860000000001*cm 205.4025040250354*cm 199.1781857399181*cm -0.103625284124869*rad 5.050860000000001*cm 205.4025040250354*cm 199.1781857399181*cm -0.103625284124869*rad  | 
W_strip_30_34_s2_stack_2 | W-scintillator_30_s2_view_3_stack_2 | 16.283628*cm -156.576661*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.050860000000001*cm 211.6268223101527*cm 205.4025040250354*cm -0.103625284124869*rad 5.050860000000001*cm 211.6268223101527*cm 205.4025040250354*cm -0.103625284124869*rad  | 
W_strip_30_35_s2_stack_2 | W-scintillator_30_s2_view_3_stack_2 | 17.334185*cm -166.678381*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.050860000000001*cm 217.85114059527*cm 211.6268223101527*cm -0.103625284124869*rad 5.050860000000001*cm 217.85114059527*cm 211.6268223101527*cm -0.103625284124869*rad  | 
W_strip_30_36_s2_stack_2 | W-scintillator_30_s2_view_3_stack_2 | 18.384742*cm -176.780101*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.050860000000001*cm 224.07545888038732*cm 217.85114059527*cm -0.103625284124869*rad 5.050860000000001*cm 224.07545888038732*cm 217.85114059527*cm -0.103625284124869*rad  | 
lead_31_s2_view_1_stack_2 |    ec_s2 | 0.000000*cm 0.256800*cm 15.701050*cm | 0 0 0 |   G4Trap | 0.11904999999999999*cm 0.0*rad 0.0*rad 199.958401*cm 1.0E-6*cm 204.82395102416106*cm 0.0*rad 199.958401*cm 1.0E-6*cm 204.82395102416106*cm 0.0*rad  | 
U-scintillator_31_s2_view_1_stack_2 |    ec_s2 | 0.000000*cm 0.256800*cm 16.320200*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 199.958401*cm 1.0E-6*cm 204.82395102416106*cm 0.0*rad 199.958401*cm 1.0E-6*cm 204.82395102416106*cm 0.0*rad  | 
U_strip_31_1_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -194.403999*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 5.121664056119378E-7*cm 5.6895546788283005*cm 0.0*rad 5.5544*cm 5.121664056119378E-7*cm 5.6895546788283005*cm 0.0*rad  | 
U_strip_31_2_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -183.295199*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 5.6895546788283005*cm 11.379108845490197*cm 0.0*rad 5.5544*cm 5.6895546788283005*cm 11.379108845490197*cm 0.0*rad  | 
U_strip_31_3_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -172.186399*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 11.379108845490197*cm 17.068663012152093*cm 0.0*rad 5.5544*cm 11.379108845490197*cm 17.068663012152093*cm 0.0*rad  | 
U_strip_31_4_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -161.077599*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 17.068663012152093*cm 22.75821717881399*cm 0.0*rad 5.5544*cm 17.068663012152093*cm 22.75821717881399*cm 0.0*rad  | 
U_strip_31_5_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -149.968799*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 22.75821717881399*cm 28.447771345475886*cm 0.0*rad 5.5544*cm 22.75821717881399*cm 28.447771345475886*cm 0.0*rad  | 
U_strip_31_6_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -138.859999*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 28.447771345475886*cm 34.137325512137785*cm 0.0*rad 5.5544*cm 28.447771345475886*cm 34.137325512137785*cm 0.0*rad  | 
U_strip_31_7_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -127.751199*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 34.137325512137785*cm 39.82687967879968*cm 0.0*rad 5.5544*cm 34.137325512137785*cm 39.82687967879968*cm 0.0*rad  | 
U_strip_31_8_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -116.642399*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 39.82687967879968*cm 45.51643384546158*cm 0.0*rad 5.5544*cm 39.82687967879968*cm 45.51643384546158*cm 0.0*rad  | 
U_strip_31_9_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -105.533599*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 45.51643384546158*cm 51.20598801212347*cm 0.0*rad 5.5544*cm 45.51643384546158*cm 51.20598801212347*cm 0.0*rad  | 
U_strip_31_10_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -94.424799*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 51.20598801212347*cm 56.89554217878537*cm 0.0*rad 5.5544*cm 51.20598801212347*cm 56.89554217878537*cm 0.0*rad  | 
U_strip_31_11_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -83.315999*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 56.89554217878537*cm 62.58509634544726*cm 0.0*rad 5.5544*cm 56.89554217878537*cm 62.58509634544726*cm 0.0*rad  | 
U_strip_31_12_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -72.207199*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 62.58509634544726*cm 68.27465051210916*cm 0.0*rad 5.5544*cm 62.58509634544726*cm 68.27465051210916*cm 0.0*rad  | 
U_strip_31_13_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -61.098399*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 68.27465051210916*cm 73.96420467877105*cm 0.0*rad 5.5544*cm 68.27465051210916*cm 73.96420467877105*cm 0.0*rad  | 
U_strip_31_14_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -49.989599*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 73.96420467877105*cm 79.65375884543295*cm 0.0*rad 5.5544*cm 73.96420467877105*cm 79.65375884543295*cm 0.0*rad  | 
U_strip_31_15_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -38.880799*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 79.65375884543295*cm 85.34331301209485*cm 0.0*rad 5.5544*cm 79.65375884543295*cm 85.34331301209485*cm 0.0*rad  | 
U_strip_31_16_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -27.771999*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 85.34331301209485*cm 91.03286717875675*cm 0.0*rad 5.5544*cm 85.34331301209485*cm 91.03286717875675*cm 0.0*rad  | 
U_strip_31_17_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -16.663199*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 91.03286717875675*cm 96.72242134541864*cm 0.0*rad 5.5544*cm 91.03286717875675*cm 96.72242134541864*cm 0.0*rad  | 
U_strip_31_18_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm -5.554399*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 96.72242134541864*cm 102.41197551208055*cm 0.0*rad 5.5544*cm 96.72242134541864*cm 102.41197551208055*cm 0.0*rad  | 
U_strip_31_19_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 5.554401*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 102.41197551208055*cm 108.10152967874244*cm 0.0*rad 5.5544*cm 102.41197551208055*cm 108.10152967874244*cm 0.0*rad  | 
U_strip_31_20_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 16.663201*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 108.10152967874244*cm 113.79108384540433*cm 0.0*rad 5.5544*cm 108.10152967874244*cm 113.79108384540433*cm 0.0*rad  | 
U_strip_31_21_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 27.772001*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 113.79108384540433*cm 119.48063801206622*cm 0.0*rad 5.5544*cm 113.79108384540433*cm 119.48063801206622*cm 0.0*rad  | 
U_strip_31_22_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 38.880801*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 119.48063801206622*cm 125.17019217872813*cm 0.0*rad 5.5544*cm 119.48063801206622*cm 125.17019217872813*cm 0.0*rad  | 
U_strip_31_23_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 49.989601*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 125.17019217872813*cm 130.85974634539002*cm 0.0*rad 5.5544*cm 125.17019217872813*cm 130.85974634539002*cm 0.0*rad  | 
U_strip_31_24_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 61.098401*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 130.85974634539002*cm 136.54930051205193*cm 0.0*rad 5.5544*cm 130.85974634539002*cm 136.54930051205193*cm 0.0*rad  | 
U_strip_31_25_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 72.207201*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 136.54930051205193*cm 142.2388546787138*cm 0.0*rad 5.5544*cm 136.54930051205193*cm 142.2388546787138*cm 0.0*rad  | 
U_strip_31_26_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 83.316001*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 142.2388546787138*cm 147.92840884537569*cm 0.0*rad 5.5544*cm 142.2388546787138*cm 147.92840884537569*cm 0.0*rad  | 
U_strip_31_27_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 94.424801*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 147.92840884537569*cm 153.61796301203756*cm 0.0*rad 5.5544*cm 147.92840884537569*cm 153.61796301203756*cm 0.0*rad  | 
U_strip_31_28_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 105.533601*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 153.61796301203756*cm 159.30751717869944*cm 0.0*rad 5.5544*cm 153.61796301203756*cm 159.30751717869944*cm 0.0*rad  | 
U_strip_31_29_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 116.642401*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 159.30751717869944*cm 164.99707134536132*cm 0.0*rad 5.5544*cm 159.30751717869944*cm 164.99707134536132*cm 0.0*rad  | 
U_strip_31_30_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 127.751201*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 164.99707134536132*cm 170.6866255120232*cm 0.0*rad 5.5544*cm 164.99707134536132*cm 170.6866255120232*cm 0.0*rad  | 
U_strip_31_31_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 138.860001*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 170.6866255120232*cm 176.37617967868508*cm 0.0*rad 5.5544*cm 170.6866255120232*cm 176.37617967868508*cm 0.0*rad  | 
U_strip_31_32_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 149.968801*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 176.37617967868508*cm 182.06573384534698*cm 0.0*rad 5.5544*cm 176.37617967868508*cm 182.06573384534698*cm 0.0*rad  | 
U_strip_31_33_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 161.077601*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 182.06573384534698*cm 187.75528801200886*cm 0.0*rad 5.5544*cm 182.06573384534698*cm 187.75528801200886*cm 0.0*rad  | 
U_strip_31_34_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 172.186401*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 187.75528801200886*cm 193.44484217867074*cm 0.0*rad 5.5544*cm 187.75528801200886*cm 193.44484217867074*cm 0.0*rad  | 
U_strip_31_35_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 183.295201*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 193.44484217867074*cm 199.13439634533262*cm 0.0*rad 5.5544*cm 193.44484217867074*cm 199.13439634533262*cm 0.0*rad  | 
U_strip_31_36_s2_stack_2 | U-scintillator_31_s2_view_1_stack_2 | 0.000000*cm 194.404001*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.5544*cm 199.13439634533262*cm 204.8239505119945*cm 0.0*rad 5.5544*cm 199.13439634533262*cm 204.8239505119945*cm 0.0*rad  | 
lead_32_s2_view_2_stack_2 |    ec_s2 | 0.000000*cm 0.265360*cm 16.939350*cm | 0 0 0 |   G4Trap | 0.11904999999999999*cm 0.0*rad 0.0*rad 200.33119254375512*cm 1.0E-6*cm 205.20581363417622*cm 0.0*rad 200.33119254375512*cm 1.0E-6*cm 205.20581363417622*cm 0.0*rad  | 
V-scintillator_32_s2_view_2_stack_2 |    ec_s2 | -51.301453*cm 100.430956*cm 17.558500*cm | 0.0*deg 180.0*deg 62.88000000000001*deg |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 182.644201*cm 225.07763825466176*cm 1.0E-6*cm -0.103625284124869*rad 182.644201*cm 225.07763825466176*cm 1.0E-6*cm -0.103625284124869*rad  | 
V_strip_32_1_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -18.466967*cm 177.570749*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 6.25215720011791*cm 6.161642062062013E-7*cm -0.103625284124869*rad 5.07345*cm 6.25215720011791*cm 6.161642062062013E-7*cm -0.103625284124869*rad  | 
V_strip_32_2_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -17.411712*cm 167.423849*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 12.504313784071615*cm 6.25215720011791*cm -0.103625284124869*rad 5.07345*cm 12.504313784071615*cm 6.25215720011791*cm -0.103625284124869*rad  | 
V_strip_32_3_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -16.356457*cm 157.276949*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 18.756470368025322*cm 12.504313784071615*cm -0.103625284124869*rad 5.07345*cm 18.756470368025322*cm 12.504313784071615*cm -0.103625284124869*rad  | 
V_strip_32_4_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -15.301201*cm 147.130049*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 25.008626951979025*cm 18.756470368025322*cm -0.103625284124869*rad 5.07345*cm 25.008626951979025*cm 18.756470368025322*cm -0.103625284124869*rad  | 
V_strip_32_5_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -14.245946*cm 136.983149*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 31.26078353593273*cm 25.008626951979025*cm -0.103625284124869*rad 5.07345*cm 31.26078353593273*cm 25.008626951979025*cm -0.103625284124869*rad  | 
V_strip_32_6_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -13.190691*cm 126.836249*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 37.51294011988644*cm 31.26078353593273*cm -0.103625284124869*rad 5.07345*cm 37.51294011988644*cm 31.26078353593273*cm -0.103625284124869*rad  | 
V_strip_32_7_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -12.135436*cm 116.689349*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 43.76509670384014*cm 37.51294011988644*cm -0.103625284124869*rad 5.07345*cm 43.76509670384014*cm 37.51294011988644*cm -0.103625284124869*rad  | 
V_strip_32_8_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -11.080180*cm 106.542449*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 50.01725328779385*cm 43.76509670384014*cm -0.103625284124869*rad 5.07345*cm 50.01725328779385*cm 43.76509670384014*cm -0.103625284124869*rad  | 
V_strip_32_9_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -10.024925*cm 96.395549*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 56.269409871747555*cm 50.01725328779385*cm -0.103625284124869*rad 5.07345*cm 56.269409871747555*cm 50.01725328779385*cm -0.103625284124869*rad  | 
V_strip_32_10_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -8.969670*cm 86.248649*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 62.52156645570126*cm 56.269409871747555*cm -0.103625284124869*rad 5.07345*cm 62.52156645570126*cm 56.269409871747555*cm -0.103625284124869*rad  | 
V_strip_32_11_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -7.914415*cm 76.101749*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 68.77372303965497*cm 62.52156645570126*cm -0.103625284124869*rad 5.07345*cm 68.77372303965497*cm 62.52156645570126*cm -0.103625284124869*rad  | 
V_strip_32_12_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -6.859159*cm 65.954849*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 75.02587962360867*cm 68.77372303965497*cm -0.103625284124869*rad 5.07345*cm 75.02587962360867*cm 68.77372303965497*cm -0.103625284124869*rad  | 
V_strip_32_13_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -5.803904*cm 55.807949*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 81.27803620756237*cm 75.02587962360867*cm -0.103625284124869*rad 5.07345*cm 81.27803620756237*cm 75.02587962360867*cm -0.103625284124869*rad  | 
V_strip_32_14_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -4.748649*cm 45.661049*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 87.53019279151606*cm 81.27803620756237*cm -0.103625284124869*rad 5.07345*cm 87.53019279151606*cm 81.27803620756237*cm -0.103625284124869*rad  | 
V_strip_32_15_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -3.693393*cm 35.514149*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 93.78234937546976*cm 87.53019279151606*cm -0.103625284124869*rad 5.07345*cm 93.78234937546976*cm 87.53019279151606*cm -0.103625284124869*rad  | 
V_strip_32_16_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -2.638138*cm 25.367249*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 100.03450595942346*cm 93.78234937546976*cm -0.103625284124869*rad 5.07345*cm 100.03450595942346*cm 93.78234937546976*cm -0.103625284124869*rad  | 
V_strip_32_17_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -1.582883*cm 15.220349*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 106.28666254337715*cm 100.03450595942346*cm -0.103625284124869*rad 5.07345*cm 106.28666254337715*cm 100.03450595942346*cm -0.103625284124869*rad  | 
V_strip_32_18_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | -0.527628*cm 5.073449*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 112.53881912733085*cm 106.28666254337715*cm -0.103625284124869*rad 5.07345*cm 112.53881912733085*cm 106.28666254337715*cm -0.103625284124869*rad  | 
V_strip_32_19_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | 0.527628*cm -5.073451*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 118.79097571128455*cm 112.53881912733085*cm -0.103625284124869*rad 5.07345*cm 118.79097571128455*cm 112.53881912733085*cm -0.103625284124869*rad  | 
V_strip_32_20_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | 1.582883*cm -15.220351*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 125.04313229523824*cm 118.79097571128455*cm -0.103625284124869*rad 5.07345*cm 125.04313229523824*cm 118.79097571128455*cm -0.103625284124869*rad  | 
V_strip_32_21_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | 2.638138*cm -25.367251*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 131.29528887919193*cm 125.04313229523824*cm -0.103625284124869*rad 5.07345*cm 131.29528887919193*cm 125.04313229523824*cm -0.103625284124869*rad  | 
V_strip_32_22_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | 3.693394*cm -35.514151*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 137.54744546314564*cm 131.29528887919193*cm -0.103625284124869*rad 5.07345*cm 137.54744546314564*cm 131.29528887919193*cm -0.103625284124869*rad  | 
V_strip_32_23_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | 4.748649*cm -45.661051*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 143.79960204709934*cm 137.54744546314564*cm -0.103625284124869*rad 5.07345*cm 143.79960204709934*cm 137.54744546314564*cm -0.103625284124869*rad  | 
V_strip_32_24_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | 5.803904*cm -55.807951*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 150.05175863105302*cm 143.79960204709934*cm -0.103625284124869*rad 5.07345*cm 150.05175863105302*cm 143.79960204709934*cm -0.103625284124869*rad  | 
V_strip_32_25_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | 6.859159*cm -65.954851*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 156.30391521500673*cm 150.05175863105302*cm -0.103625284124869*rad 5.07345*cm 156.30391521500673*cm 150.05175863105302*cm -0.103625284124869*rad  | 
V_strip_32_26_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | 7.914415*cm -76.101751*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 162.55607179896043*cm 156.30391521500673*cm -0.103625284124869*rad 5.07345*cm 162.55607179896043*cm 156.30391521500673*cm -0.103625284124869*rad  | 
V_strip_32_27_s2_stack_2 | V-scintillator_32_s2_view_2_stack_2 | 8.969670*cm -86.248651*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.07345*cm 168.80822838291414*cm 162.55607179896043*cm -0.103625284124869*rad 5.07345*cm 168.80822838291414*cm 162.55607179896043*cm -0.103625284124869*rad  | 
