           pcal_s1 |       fc | 209.837207*cm 0.000000*cm 682.417577*cm | ordered: zxy 90.0*deg 25.0*deg 0.0*deg |   G4Trap | 14.9118*cm 0.0*rad 0.0*rad 192.67503532012952*cm 1.0E-6*cm 197.15000000000003*cm 0.0*rad 192.67503532012952*cm 1.0E-6*cm 197.15000000000003*cm 0.0*rad  | 
U-view_single_strip_1_77_s1 | U-view-scintillator_1_s1 | 0.000000*cm 158.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 178.69462375122794*cm 180.971313794509*cm 0.0*rad 2.225*cm 178.69462375122794*cm 180.971313794509*cm 0.0*rad  | 
U-view_single_strip_1_78_s1 | U-view-scintillator_1_s1 | 0.000000*cm 163.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 180.99689458151215*cm 183.2735846247932*cm 0.0*rad 2.225*cm 180.99689458151215*cm 183.2735846247932*cm 0.0*rad  | 
U-view_single_strip_1_79_s1 | U-view-scintillator_1_s1 | 0.000000*cm 167.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 183.29916541179637*cm 185.5758554550774*cm 0.0*rad 2.225*cm 183.29916541179637*cm 185.5758554550774*cm 0.0*rad  | 
U-view_single_strip_1_80_s1 | U-view-scintillator_1_s1 | 0.000000*cm 172.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 185.60143624208058*cm 187.87812628536162*cm 0.0*rad 2.225*cm 185.60143624208058*cm 187.87812628536162*cm 0.0*rad  | 
U-view_single_strip_1_81_s1 | U-view-scintillator_1_s1 | 0.000000*cm 176.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 187.9037070723648*cm 190.18039711564583*cm 0.0*rad 2.225*cm 187.9037070723648*cm 190.18039711564583*cm 0.0*rad  | 
U-view_single_strip_1_82_s1 | U-view-scintillator_1_s1 | 0.000000*cm 181.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 190.205977902649*cm 192.48266794593005*cm 0.0*rad 2.225*cm 190.205977902649*cm 192.48266794593005*cm 0.0*rad  | 
U-view_single_strip_1_83_s1 | U-view-scintillator_1_s1 | 0.000000*cm 185.875035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 192.5082487329332*cm 194.78493877621426*cm 0.0*rad 2.225*cm 192.5082487329332*cm 194.78493877621426*cm 0.0*rad  | 
U-view_single_strip_1_84_s1 | U-view-scintillator_1_s1 | 0.000000*cm 190.375035*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 194.8105195632174*cm 197.08720960649848*cm 0.0*rad 2.225*cm 194.8105195632174*cm 197.08720960649848*cm 0.0*rad  | 
PCAL_Lead_Layer_1_s1 |  pcal_s1 | 0.000000*cm 0.000000*cm -8.223800*cm | 0 0 0 |   G4Trap | 0.1075*cm 0.0*rad 0.0*rad 192.6250353201295*cm 1.0E-6*cm 197.10000100000002*cm 0.0*rad 192.6250353201295*cm 1.0E-6*cm 197.10000100000002*cm 0.0*rad  | 
V-view-scintillator_2_s1 |  pcal_s1 | -49.250832*cm 96.321965*cm -7.591200*cm | 0.0*deg 180.0*deg 62.90500000000001*deg |   G4Trap | 0.525*cm 0.0*rad 0.0*rad 175.45156644799258*cm 216.35000100000002*cm 2.0E-6*cm -0.1045535321895573*rad 175.45156644799258*cm 216.35000100000002*cm 2.0E-6*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_0_s1 | V-view-scintillator_2_s1 | -18.180193*cm 173.250000*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.176566447992576*cm 2.6993462390293335*cm 0.015413797977127964*cm -0.1045535321895573*rad 2.176566447992576*cm 2.6993462390293335*cm 0.015413797977127964*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_1_s1 | V-view-scintillator_2_s1 | -17.713063*cm 168.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 5.473829874912366*cm 2.730173834983589*cm -0.1045535321895573*rad 2.225*cm 5.473829874912366*cm 2.730173834983589*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_2_s1 | V-view-scintillator_2_s1 | -17.240850*cm 164.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 8.2483135107954*cm 5.504657470866623*cm -0.1045535321895573*rad 2.225*cm 8.2483135107954*cm 5.504657470866623*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_3_s1 | V-view-scintillator_2_s1 | -16.768637*cm 159.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 11.022797146678432*cm 8.279141106749655*cm -0.1045535321895573*rad 2.225*cm 11.022797146678432*cm 8.279141106749655*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_4_s1 | V-view-scintillator_2_s1 | -16.296424*cm 155.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 13.797280782561465*cm 11.053624742632689*cm -0.1045535321895573*rad 2.225*cm 13.797280782561465*cm 11.053624742632689*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_5_s1 | V-view-scintillator_2_s1 | -15.824211*cm 150.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 16.5717644184445*cm 13.828108378515722*cm -0.1045535321895573*rad 2.225*cm 16.5717644184445*cm 13.828108378515722*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_6_s1 | V-view-scintillator_2_s1 | -15.351999*cm 146.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 19.346248054327532*cm 16.602592014398756*cm -0.1045535321895573*rad 2.225*cm 19.346248054327532*cm 16.602592014398756*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_7_s1 | V-view-scintillator_2_s1 | -14.879786*cm 141.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 22.12073169021057*cm 19.37707565028179*cm -0.1045535321895573*rad 2.225*cm 22.12073169021057*cm 19.37707565028179*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_8_s1 | V-view-scintillator_2_s1 | -14.407573*cm 137.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 24.895215326093602*cm 22.151559286164822*cm -0.1045535321895573*rad 2.225*cm 24.895215326093602*cm 22.151559286164822*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_9_s1 | V-view-scintillator_2_s1 | -13.935360*cm 132.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 27.669698961976636*cm 24.926042922047856*cm -0.1045535321895573*rad 2.225*cm 27.669698961976636*cm 24.926042922047856*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_10_s1 | V-view-scintillator_2_s1 | -13.463147*cm 128.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 30.44418259785967*cm 27.70052655793089*cm -0.1045535321895573*rad 2.225*cm 30.44418259785967*cm 27.70052655793089*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_11_s1 | V-view-scintillator_2_s1 | -12.990935*cm 123.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 33.2186662337427*cm 30.475010193813922*cm -0.1045535321895573*rad 2.225*cm 33.2186662337427*cm 30.475010193813922*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_12_s1 | V-view-scintillator_2_s1 | -12.518722*cm 119.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 35.99314986962573*cm 33.24949382969695*cm -0.1045535321895573*rad 2.225*cm 35.99314986962573*cm 33.24949382969695*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_13_s1 | V-view-scintillator_2_s1 | -12.046509*cm 114.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 38.76763350550877*cm 36.02397746557999*cm -0.1045535321895573*rad 2.225*cm 38.76763350550877*cm 36.02397746557999*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_14_s1 | V-view-scintillator_2_s1 | -11.574296*cm 110.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 41.542117141391806*cm 38.79846110146302*cm -0.1045535321895573*rad 2.225*cm 41.542117141391806*cm 38.79846110146302*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_15_s1 | V-view-scintillator_2_s1 | -11.102083*cm 105.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 44.316600777274836*cm 41.57294473734606*cm -0.1045535321895573*rad 2.225*cm 44.316600777274836*cm 41.57294473734606*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_16_s1 | V-view-scintillator_2_s1 | -10.629871*cm 101.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 47.09108441315787*cm 44.34742837322909*cm -0.1045535321895573*rad 2.225*cm 47.09108441315787*cm 44.34742837322909*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_17_s1 | V-view-scintillator_2_s1 | -10.157658*cm 96.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 49.8655680490409*cm 47.12191200911212*cm -0.1045535321895573*rad 2.225*cm 49.8655680490409*cm 47.12191200911212*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_18_s1 | V-view-scintillator_2_s1 | -9.685445*cm 92.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 52.64005168492394*cm 49.89639564499516*cm -0.1045535321895573*rad 2.225*cm 52.64005168492394*cm 49.89639564499516*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_19_s1 | V-view-scintillator_2_s1 | -9.213232*cm 87.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 55.41453532080697*cm 52.67087928087819*cm -0.1045535321895573*rad 2.225*cm 55.41453532080697*cm 52.67087928087819*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_20_s1 | V-view-scintillator_2_s1 | -8.741019*cm 83.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 58.189018956690006*cm 55.445362916761226*cm -0.1045535321895573*rad 2.225*cm 58.189018956690006*cm 55.445362916761226*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_21_s1 | V-view-scintillator_2_s1 | -8.268807*cm 78.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 60.963502592573036*cm 58.219846552644256*cm -0.1045535321895573*rad 2.225*cm 60.963502592573036*cm 58.219846552644256*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_22_s1 | V-view-scintillator_2_s1 | -7.796594*cm 74.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 63.73798622845607*cm 60.99433018852729*cm -0.1045535321895573*rad 2.225*cm 63.73798622845607*cm 60.99433018852729*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_23_s1 | V-view-scintillator_2_s1 | -7.324381*cm 69.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 66.51246986433911*cm 63.76881382441032*cm -0.1045535321895573*rad 2.225*cm 66.51246986433911*cm 63.76881382441032*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_24_s1 | V-view-scintillator_2_s1 | -6.852168*cm 65.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 69.28695350022214*cm 66.54329746029336*cm -0.1045535321895573*rad 2.225*cm 69.28695350022214*cm 66.54329746029336*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_25_s1 | V-view-scintillator_2_s1 | -6.379955*cm 60.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 72.06143713610517*cm 69.31778109617639*cm -0.1045535321895573*rad 2.225*cm 72.06143713610517*cm 69.31778109617639*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_26_s1 | V-view-scintillator_2_s1 | -5.907743*cm 56.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 74.8359207719882*cm 72.09226473205942*cm -0.1045535321895573*rad 2.225*cm 74.8359207719882*cm 72.09226473205942*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_27_s1 | V-view-scintillator_2_s1 | -5.435530*cm 51.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 77.61040440787124*cm 74.86674836794246*cm -0.1045535321895573*rad 2.225*cm 77.61040440787124*cm 74.86674836794246*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_28_s1 | V-view-scintillator_2_s1 | -4.963317*cm 47.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 80.38488804375426*cm 77.6412320038255*cm -0.1045535321895573*rad 2.225*cm 80.38488804375426*cm 77.6412320038255*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_29_s1 | V-view-scintillator_2_s1 | -4.491104*cm 42.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 83.1593716796373*cm 80.41571563970852*cm -0.1045535321895573*rad 2.225*cm 83.1593716796373*cm 80.41571563970852*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_30_s1 | V-view-scintillator_2_s1 | -4.018891*cm 38.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 85.93385531552033*cm 83.19019927559155*cm -0.1045535321895573*rad 2.225*cm 85.93385531552033*cm 83.19019927559155*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_31_s1 | V-view-scintillator_2_s1 | -3.546678*cm 33.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 88.70833895140336*cm 85.9646829114746*cm -0.1045535321895573*rad 2.225*cm 88.70833895140336*cm 85.9646829114746*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_32_s1 | V-view-scintillator_2_s1 | -3.074466*cm 29.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 91.48282258728639*cm 88.73916654735763*cm -0.1045535321895573*rad 2.225*cm 91.48282258728639*cm 88.73916654735763*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_33_s1 | V-view-scintillator_2_s1 | -2.602253*cm 24.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 94.25730622316944*cm 91.51365018324066*cm -0.1045535321895573*rad 2.225*cm 94.25730622316944*cm 91.51365018324066*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_34_s1 | V-view-scintillator_2_s1 | -2.130040*cm 20.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 97.03178985905247*cm 94.28813381912369*cm -0.1045535321895573*rad 2.225*cm 97.03178985905247*cm 94.28813381912369*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_35_s1 | V-view-scintillator_2_s1 | -1.657827*cm 15.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 99.8062734949355*cm 97.06261745500673*cm -0.1045535321895573*rad 2.225*cm 99.8062734949355*cm 97.06261745500673*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_36_s1 | V-view-scintillator_2_s1 | -1.185614*cm 11.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 102.58075713081853*cm 99.83710109088976*cm -0.1045535321895573*rad 2.225*cm 102.58075713081853*cm 99.83710109088976*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_37_s1 | V-view-scintillator_2_s1 | -0.713402*cm 6.798434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 105.35524076670157*cm 102.61158472677279*cm -0.1045535321895573*rad 2.225*cm 105.35524076670157*cm 102.61158472677279*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_38_s1 | V-view-scintillator_2_s1 | -0.241189*cm 2.298434*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 108.1297244025846*cm 105.38606836265582*cm -0.1045535321895573*rad 2.225*cm 108.1297244025846*cm 105.38606836265582*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_39_s1 | V-view-scintillator_2_s1 | 0.231024*cm -2.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 110.90420803846763*cm 108.16055199853886*cm -0.1045535321895573*rad 2.225*cm 110.90420803846763*cm 108.16055199853886*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_40_s1 | V-view-scintillator_2_s1 | 0.703237*cm -6.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 113.67869167435066*cm 110.9350356344219*cm -0.1045535321895573*rad 2.225*cm 113.67869167435066*cm 110.9350356344219*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_41_s1 | V-view-scintillator_2_s1 | 1.175450*cm -11.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 116.4531753102337*cm 113.70951927030492*cm -0.1045535321895573*rad 2.225*cm 116.4531753102337*cm 113.70951927030492*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_42_s1 | V-view-scintillator_2_s1 | 1.647662*cm -15.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 119.22765894611673*cm 116.48400290618795*cm -0.1045535321895573*rad 2.225*cm 119.22765894611673*cm 116.48400290618795*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_43_s1 | V-view-scintillator_2_s1 | 2.119875*cm -20.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 122.00214258199976*cm 119.258486542071*cm -0.1045535321895573*rad 2.225*cm 122.00214258199976*cm 119.258486542071*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_44_s1 | V-view-scintillator_2_s1 | 2.592088*cm -24.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 124.7766262178828*cm 122.03297017795403*cm -0.1045535321895573*rad 2.225*cm 124.7766262178828*cm 122.03297017795403*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_45_s1 | V-view-scintillator_2_s1 | 3.064301*cm -29.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 127.55110985376584*cm 124.80745381383706*cm -0.1045535321895573*rad 2.225*cm 127.55110985376584*cm 124.80745381383706*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_46_s1 | V-view-scintillator_2_s1 | 3.536514*cm -33.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 130.32559348964887*cm 127.58193744972009*cm -0.1045535321895573*rad 2.225*cm 130.32559348964887*cm 127.58193744972009*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_47_s1 | V-view-scintillator_2_s1 | 4.008726*cm -38.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 133.1000771255319*cm 130.35642108560313*cm -0.1045535321895573*rad 2.225*cm 133.1000771255319*cm 130.35642108560313*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_48_s1 | V-view-scintillator_2_s1 | 4.480939*cm -42.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 135.87456076141493*cm 133.13090472148616*cm -0.1045535321895573*rad 2.225*cm 135.87456076141493*cm 133.13090472148616*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_49_s1 | V-view-scintillator_2_s1 | 4.953152*cm -47.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 138.64904439729796*cm 135.9053883573692*cm -0.1045535321895573*rad 2.225*cm 138.64904439729796*cm 135.9053883573692*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_50_s1 | V-view-scintillator_2_s1 | 5.425365*cm -51.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 141.423528033181*cm 138.67987199325222*cm -0.1045535321895573*rad 2.225*cm 141.423528033181*cm 138.67987199325222*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_51_s1 | V-view-scintillator_2_s1 | 5.897578*cm -56.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 144.19801166906404*cm 141.45435562913525*cm -0.1045535321895573*rad 2.225*cm 144.19801166906404*cm 141.45435562913525*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_52_s1 | V-view-scintillator_2_s1 | 6.369790*cm -60.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 146.97249530494707*cm 144.22883926501828*cm -0.1045535321895573*rad 2.225*cm 146.97249530494707*cm 144.22883926501828*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_53_s1 | V-view-scintillator_2_s1 | 6.842003*cm -65.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 149.7469789408301*cm 147.00332290090134*cm -0.1045535321895573*rad 2.225*cm 149.7469789408301*cm 147.00332290090134*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_54_s1 | V-view-scintillator_2_s1 | 7.314216*cm -69.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 152.52146257671313*cm 149.77780653678437*cm -0.1045535321895573*rad 2.225*cm 152.52146257671313*cm 149.77780653678437*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_55_s1 | V-view-scintillator_2_s1 | 7.786429*cm -74.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 155.29594621259616*cm 152.5522901726674*cm -0.1045535321895573*rad 2.225*cm 155.29594621259616*cm 152.5522901726674*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_56_s1 | V-view-scintillator_2_s1 | 8.258642*cm -78.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 158.07042984847922*cm 155.32677380855043*cm -0.1045535321895573*rad 2.225*cm 158.07042984847922*cm 155.32677380855043*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_57_s1 | V-view-scintillator_2_s1 | 8.730854*cm -83.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 160.84491348436225*cm 158.1012574444335*cm -0.1045535321895573*rad 2.225*cm 160.84491348436225*cm 158.1012574444335*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_58_s1 | V-view-scintillator_2_s1 | 9.203067*cm -87.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 163.61939712024528*cm 160.87574108031652*cm -0.1045535321895573*rad 2.225*cm 163.61939712024528*cm 160.87574108031652*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_59_s1 | V-view-scintillator_2_s1 | 9.675280*cm -92.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 166.3938807561283*cm 163.65022471619955*cm -0.1045535321895573*rad 2.225*cm 166.3938807561283*cm 163.65022471619955*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_60_s1 | V-view-scintillator_2_s1 | 10.147493*cm -96.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 169.16836439201134*cm 166.42470835208258*cm -0.1045535321895573*rad 2.225*cm 169.16836439201134*cm 166.42470835208258*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_61_s1 | V-view-scintillator_2_s1 | 10.619706*cm -101.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 171.94284802789437*cm 169.1991919879656*cm -0.1045535321895573*rad 2.225*cm 171.94284802789437*cm 169.1991919879656*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_62_s1 | V-view-scintillator_2_s1 | 11.091918*cm -105.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 174.7173316637774*cm 171.97367562384864*cm -0.1045535321895573*rad 2.225*cm 174.7173316637774*cm 171.97367562384864*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_63_s1 | V-view-scintillator_2_s1 | 11.564131*cm -110.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 177.49181529966046*cm 174.74815925973166*cm -0.1045535321895573*rad 2.225*cm 177.49181529966046*cm 174.74815925973166*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_64_s1 | V-view-scintillator_2_s1 | 12.036344*cm -114.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 180.2662989355435*cm 177.52264289561472*cm -0.1045535321895573*rad 2.225*cm 180.2662989355435*cm 177.52264289561472*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_65_s1 | V-view-scintillator_2_s1 | 12.508557*cm -119.201566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 183.04078257142652*cm 180.29712653149775*cm -0.1045535321895573*rad 2.225*cm 183.04078257142652*cm 180.29712653149775*cm -0.1045535321895573*rad  | 
V-view_single_strip_1_66_s1 | V-view-scintillator_2_s1 | 12.980770*cm -123.701566*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 2.225*cm 185.81526620730955*cm 183.07161016738078*cm -0.1045535321895573*rad 2.225*cm 185.81526620730955*cm 183.07161016738078*cm -0.1045535321895573*rad  | 
