             ec_s1 |       fc | 232.6263*cm 0*cm 723.8662*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 26.7767*cm 0*rad 0*rad 204.3534*cm 0.000001*cm 209.3246*cm 0*rad 204.3534*cm 0.000001*cm 209.3246*cm 0*rad  | 
U_strip_4_27_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 88.7424*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 139.0262*cm 144.3733*cm 0*rad 5.2201*cm 139.0262*cm 144.3733*cm 0*rad  | 
U_strip_4_28_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 99.1827*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 144.3733*cm 149.7205*cm 0*rad 5.2201*cm 144.3733*cm 149.7205*cm 0*rad  | 
U_strip_4_29_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 109.6229*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 149.7205*cm 155.0677*cm 0*rad 5.2201*cm 149.7205*cm 155.0677*cm 0*rad  | 
U_strip_4_30_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 120.0632*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 155.0677*cm 160.4148*cm 0*rad 5.2201*cm 155.0677*cm 160.4148*cm 0*rad  | 
U_strip_4_31_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 130.5035*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 160.4148*cm 165.762*cm 0*rad 5.2201*cm 160.4148*cm 165.762*cm 0*rad  | 
U_strip_4_32_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 140.9438*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 165.762*cm 171.1091*cm 0*rad 5.2201*cm 165.762*cm 171.1091*cm 0*rad  | 
U_strip_4_33_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 151.3841*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 171.1091*cm 176.4563*cm 0*rad 5.2201*cm 171.1091*cm 176.4563*cm 0*rad  | 
U_strip_4_34_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 161.8243*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 176.4563*cm 181.8035*cm 0*rad 5.2201*cm 176.4563*cm 181.8035*cm 0*rad  | 
U_strip_4_35_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 172.2646*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 181.8035*cm 187.1506*cm 0*rad 5.2201*cm 181.8035*cm 187.1506*cm 0*rad  | 
U_strip_4_36_s5_stack_1 | U-scintillator_4_s5_view_1_stack_1 | 0*cm 182.7049*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.2201*cm 187.1506*cm 192.4978*cm 0*rad 5.2201*cm 187.1506*cm 192.4978*cm 0*rad  | 
lead_5_s5_view_2_stack_1 |    ec_s5 | 0*cm 0.0342*cm -16.49475*cm | 0 0 0 |   G4Trap | 0.119*cm 0*rad 0*rad 188.3053*cm 0.000001*cm 192.8873*cm 0*rad 188.3053*cm 0.000001*cm 192.8873*cm 0*rad  | 
V-scintillator_5_s5_view_2_stack_1 |    ec_s5 | -48.2218189*cm 94.1869*cm -15.8756*cm | 0*deg 180*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 171.68*cm 211.5662*cm 0.000001*cm -0.1036253*rad 171.68*cm 211.5662*cm 0.000001*cm -0.1036253*rad  | 
V_strip_5_1_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -17.3583924*cm 166.9111*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 5.8768*cm 0.0000006*cm -0.1036253*rad 4.7689*cm 5.8768*cm 0.0000006*cm -0.1036253*rad  | 
V_strip_5_2_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -16.3664842*cm 157.3734*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 11.7537*cm 5.8768*cm -0.1036253*rad 4.7689*cm 11.7537*cm 5.8768*cm -0.1036253*rad  | 
V_strip_5_3_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -15.3745761*cm 147.8356*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 17.6305*cm 11.7537*cm -0.1036253*rad 4.7689*cm 17.6305*cm 11.7537*cm -0.1036253*rad  | 
V_strip_5_4_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -14.382668*cm 138.2978*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 23.5074*cm 17.6305*cm -0.1036253*rad 4.7689*cm 23.5074*cm 17.6305*cm -0.1036253*rad  | 
V_strip_5_5_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -13.3907598*cm 128.76*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 29.3842*cm 23.5074*cm -0.1036253*rad 4.7689*cm 29.3842*cm 23.5074*cm -0.1036253*rad  | 
V_strip_5_6_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -12.3988517*cm 119.2222*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 35.261*cm 29.3842*cm -0.1036253*rad 4.7689*cm 35.261*cm 29.3842*cm -0.1036253*rad  | 
V_strip_5_7_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -11.4069435*cm 109.6845*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 41.1379*cm 35.261*cm -0.1036253*rad 4.7689*cm 41.1379*cm 35.261*cm -0.1036253*rad  | 
V_strip_5_8_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -10.4150354*cm 100.1467*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 47.0147*cm 41.1379*cm -0.1036253*rad 4.7689*cm 47.0147*cm 41.1379*cm -0.1036253*rad  | 
V_strip_5_9_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -9.4231273*cm 90.6089*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 52.8915*cm 47.0147*cm -0.1036253*rad 4.7689*cm 52.8915*cm 47.0147*cm -0.1036253*rad  | 
V_strip_5_10_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -8.4312191*cm 81.0711*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 58.7684*cm 52.8915*cm -0.1036253*rad 4.7689*cm 58.7684*cm 52.8915*cm -0.1036253*rad  | 
V_strip_5_11_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -7.439311*cm 71.5333*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 64.6452*cm 58.7684*cm -0.1036253*rad 4.7689*cm 64.6452*cm 58.7684*cm -0.1036253*rad  | 
V_strip_5_12_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -6.4474028*cm 61.9956*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 70.5221*cm 64.6452*cm -0.1036253*rad 4.7689*cm 70.5221*cm 64.6452*cm -0.1036253*rad  | 
V_strip_5_13_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -5.4554947*cm 52.4578*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 76.3989*cm 70.5221*cm -0.1036253*rad 4.7689*cm 76.3989*cm 70.5221*cm -0.1036253*rad  | 
V_strip_5_14_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -4.4635865*cm 42.92*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 82.2757*cm 76.3989*cm -0.1036253*rad 4.7689*cm 82.2757*cm 76.3989*cm -0.1036253*rad  | 
V_strip_5_15_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -3.4716784*cm 33.3822*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 88.1526*cm 82.2757*cm -0.1036253*rad 4.7689*cm 88.1526*cm 82.2757*cm -0.1036253*rad  | 
V_strip_5_16_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -2.4797703*cm 23.8444*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 94.0294*cm 88.1526*cm -0.1036253*rad 4.7689*cm 94.0294*cm 88.1526*cm -0.1036253*rad  | 
V_strip_5_17_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -1.4878621*cm 14.3067*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 99.9063*cm 94.0294*cm -0.1036253*rad 4.7689*cm 99.9063*cm 94.0294*cm -0.1036253*rad  | 
V_strip_5_18_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | -0.495954*cm 4.7689*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 105.7831*cm 99.9063*cm -0.1036253*rad 4.7689*cm 105.7831*cm 99.9063*cm -0.1036253*rad  | 
V_strip_5_19_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 0.496*cm -4.768891*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 111.6599*cm 105.7831*cm -0.1036253*rad 4.7689*cm 111.6599*cm 105.7831*cm -0.1036253*rad  | 
V_strip_5_20_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 1.4879*cm -14.306671*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 117.5368*cm 111.6599*cm -0.1036253*rad 4.7689*cm 117.5368*cm 111.6599*cm -0.1036253*rad  | 
V_strip_5_21_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 2.4798*cm -23.844451*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 123.4136*cm 117.5368*cm -0.1036253*rad 4.7689*cm 123.4136*cm 117.5368*cm -0.1036253*rad  | 
V_strip_5_22_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 3.4717*cm -33.382231*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 129.2905*cm 123.4136*cm -0.1036253*rad 4.7689*cm 129.2905*cm 123.4136*cm -0.1036253*rad  | 
V_strip_5_23_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 4.4636*cm -42.920011*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 135.1673*cm 129.2905*cm -0.1036253*rad 4.7689*cm 135.1673*cm 129.2905*cm -0.1036253*rad  | 
V_strip_5_24_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 5.4555*cm -52.457791*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 141.0441*cm 135.1673*cm -0.1036253*rad 4.7689*cm 141.0441*cm 135.1673*cm -0.1036253*rad  | 
V_strip_5_25_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 6.4474*cm -61.995571*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 146.921*cm 141.0441*cm -0.1036253*rad 4.7689*cm 146.921*cm 141.0441*cm -0.1036253*rad  | 
V_strip_5_26_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 7.4393*cm -71.533351*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 152.7978*cm 146.921*cm -0.1036253*rad 4.7689*cm 152.7978*cm 146.921*cm -0.1036253*rad  | 
V_strip_5_27_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 8.4312*cm -81.071131*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 158.6746*cm 152.7978*cm -0.1036253*rad 4.7689*cm 158.6746*cm 152.7978*cm -0.1036253*rad  | 
V_strip_5_28_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 9.4231*cm -90.608911*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 164.5515*cm 158.6746*cm -0.1036253*rad 4.7689*cm 164.5515*cm 158.6746*cm -0.1036253*rad  | 
V_strip_5_29_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 10.415*cm -100.146691*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 170.4283*cm 164.5515*cm -0.1036253*rad 4.7689*cm 170.4283*cm 164.5515*cm -0.1036253*rad  | 
V_strip_5_30_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 11.4069*cm -109.684471*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 176.3052*cm 170.4283*cm -0.1036253*rad 4.7689*cm 176.3052*cm 170.4283*cm -0.1036253*rad  | 
V_strip_5_31_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 12.3989*cm -119.222251*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 182.182*cm 176.3052*cm -0.1036253*rad 4.7689*cm 182.182*cm 176.3052*cm -0.1036253*rad  | 
V_strip_5_32_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 13.3908*cm -128.760031*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 188.0588*cm 182.182*cm -0.1036253*rad 4.7689*cm 188.0588*cm 182.182*cm -0.1036253*rad  | 
V_strip_5_33_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 14.3827*cm -138.297811*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 193.9357*cm 188.0588*cm -0.1036253*rad 4.7689*cm 193.9357*cm 188.0588*cm -0.1036253*rad  | 
V_strip_5_34_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 15.3746*cm -147.835591*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 199.8125*cm 193.9357*cm -0.1036253*rad 4.7689*cm 199.8125*cm 193.9357*cm -0.1036253*rad  | 
V_strip_5_35_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 16.3665*cm -157.373371*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 205.6894*cm 199.8125*cm -0.1036253*rad 4.7689*cm 205.6894*cm 199.8125*cm -0.1036253*rad  | 
V_strip_5_36_s5_stack_1 | V-scintillator_5_s5_view_2_stack_1 | 17.3584*cm -166.911151*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7689*cm 211.5662*cm 205.6894*cm -0.1036253*rad 4.7689*cm 211.5662*cm 205.6894*cm -0.1036253*rad  | 
lead_6_s5_view_3_stack_1 |    ec_s5 | 0*cm 0.0428*cm -15.25645*cm | 0 0 0 |   G4Trap | 0.119*cm 0*rad 0*rad 188.7495*cm 0.000001*cm 193.3423*cm 0*rad 188.7495*cm 0.000001*cm 193.3423*cm 0*rad  | 
W-scintillator_6_s5_view_3_stack_1 |    ec_s5 | 48.3356*cm 94.4175*cm -14.6373*cm | 0*deg 0*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 172.085*cm 212.0653*cm 0.000001*cm -0.1036253*rad 172.085*cm 212.0653*cm 0.000001*cm -0.1036253*rad  | 
W_strip_6_1_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -17.3993415*cm 167.3049*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 5.8907*cm 0.0000006*cm -0.1036253*rad 4.7801*cm 5.8907*cm 0.0000006*cm -0.1036253*rad  | 
W_strip_6_2_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -16.4050934*cm 157.7446*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 11.7814*cm 5.8907*cm -0.1036253*rad 4.7801*cm 11.7814*cm 5.8907*cm -0.1036253*rad  | 
W_strip_6_3_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -15.4108453*cm 148.1843*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 17.6721*cm 11.7814*cm -0.1036253*rad 4.7801*cm 17.6721*cm 11.7814*cm -0.1036253*rad  | 
W_strip_6_4_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -14.4165972*cm 138.6241*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 23.5628*cm 17.6721*cm -0.1036253*rad 4.7801*cm 23.5628*cm 17.6721*cm -0.1036253*rad  | 
W_strip_6_5_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -13.4223492*cm 129.0638*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 29.4535*cm 23.5628*cm -0.1036253*rad 4.7801*cm 29.4535*cm 23.5628*cm -0.1036253*rad  | 
W_strip_6_6_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -12.4281011*cm 119.5035*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 35.3442*cm 29.4535*cm -0.1036253*rad 4.7801*cm 35.3442*cm 29.4535*cm -0.1036253*rad  | 
W_strip_6_7_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -11.433853*cm 109.9432*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 41.2349*cm 35.3442*cm -0.1036253*rad 4.7801*cm 41.2349*cm 35.3442*cm -0.1036253*rad  | 
W_strip_6_8_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -10.4396049*cm 100.3829*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 47.1256*cm 41.2349*cm -0.1036253*rad 4.7801*cm 47.1256*cm 41.2349*cm -0.1036253*rad  | 
W_strip_6_9_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -9.4453568*cm 90.8227*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 53.0163*cm 47.1256*cm -0.1036253*rad 4.7801*cm 53.0163*cm 47.1256*cm -0.1036253*rad  | 
W_strip_6_10_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -8.4511087*cm 81.2624*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 58.907*cm 53.0163*cm -0.1036253*rad 4.7801*cm 58.907*cm 53.0163*cm -0.1036253*rad  | 
W_strip_6_11_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -7.4568606*cm 71.7021*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 64.7977*cm 58.907*cm -0.1036253*rad 4.7801*cm 64.7977*cm 58.907*cm -0.1036253*rad  | 
W_strip_6_12_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -6.4626125*cm 62.1418*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 70.6884*cm 64.7977*cm -0.1036253*rad 4.7801*cm 70.6884*cm 64.7977*cm -0.1036253*rad  | 
W_strip_6_13_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -5.4683644*cm 52.5815*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 76.5791*cm 70.6884*cm -0.1036253*rad 4.7801*cm 76.5791*cm 70.6884*cm -0.1036253*rad  | 
W_strip_6_14_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -4.4741163*cm 43.0213*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 82.4698*cm 76.5791*cm -0.1036253*rad 4.7801*cm 82.4698*cm 76.5791*cm -0.1036253*rad  | 
W_strip_6_15_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -3.4798682*cm 33.461*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 88.3605*cm 82.4698*cm -0.1036253*rad 4.7801*cm 88.3605*cm 82.4698*cm -0.1036253*rad  | 
W_strip_6_16_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -2.4856201*cm 23.9007*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 94.2512*cm 88.3605*cm -0.1036253*rad 4.7801*cm 94.2512*cm 88.3605*cm -0.1036253*rad  | 
W_strip_6_17_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -1.491372*cm 14.3404*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 100.1419*cm 94.2512*cm -0.1036253*rad 4.7801*cm 100.1419*cm 94.2512*cm -0.1036253*rad  | 
W_strip_6_18_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | -0.4971239*cm 4.7801*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 106.0326*cm 100.1419*cm -0.1036253*rad 4.7801*cm 106.0326*cm 100.1419*cm -0.1036253*rad  | 
W_strip_6_19_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 0.4971*cm -4.780141*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 111.9233*cm 106.0326*cm -0.1036253*rad 4.7801*cm 111.9233*cm 106.0326*cm -0.1036253*rad  | 
W_strip_6_20_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 1.4914*cm -14.340421*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 117.814*cm 111.9233*cm -0.1036253*rad 4.7801*cm 117.814*cm 111.9233*cm -0.1036253*rad  | 
W_strip_6_21_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 2.4856*cm -23.900701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 123.7047*cm 117.814*cm -0.1036253*rad 4.7801*cm 123.7047*cm 117.814*cm -0.1036253*rad  | 
W_strip_6_22_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 3.4799*cm -33.460981*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 129.5955*cm 123.7047*cm -0.1036253*rad 4.7801*cm 129.5955*cm 123.7047*cm -0.1036253*rad  | 
W_strip_6_23_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 4.4741*cm -43.021261*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 135.4862*cm 129.5955*cm -0.1036253*rad 4.7801*cm 135.4862*cm 129.5955*cm -0.1036253*rad  | 
W_strip_6_24_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 5.4684*cm -52.581541*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 141.3769*cm 135.4862*cm -0.1036253*rad 4.7801*cm 141.3769*cm 135.4862*cm -0.1036253*rad  | 
W_strip_6_25_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 6.4626*cm -62.141821*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 147.2676*cm 141.3769*cm -0.1036253*rad 4.7801*cm 147.2676*cm 141.3769*cm -0.1036253*rad  | 
W_strip_6_26_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 7.4569*cm -71.702101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 153.1583*cm 147.2676*cm -0.1036253*rad 4.7801*cm 153.1583*cm 147.2676*cm -0.1036253*rad  | 
W_strip_6_27_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 8.4511*cm -81.262381*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 159.049*cm 153.1583*cm -0.1036253*rad 4.7801*cm 159.049*cm 153.1583*cm -0.1036253*rad  | 
W_strip_6_28_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 9.4454*cm -90.822661*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 164.9397*cm 159.049*cm -0.1036253*rad 4.7801*cm 164.9397*cm 159.049*cm -0.1036253*rad  | 
W_strip_6_29_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 10.4396*cm -100.382941*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 170.8304*cm 164.9397*cm -0.1036253*rad 4.7801*cm 170.8304*cm 164.9397*cm -0.1036253*rad  | 
W_strip_6_30_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 11.4339*cm -109.943221*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 176.7211*cm 170.8304*cm -0.1036253*rad 4.7801*cm 176.7211*cm 170.8304*cm -0.1036253*rad  | 
W_strip_6_31_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 12.4281*cm -119.503501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 182.6118*cm 176.7211*cm -0.1036253*rad 4.7801*cm 182.6118*cm 176.7211*cm -0.1036253*rad  | 
W_strip_6_32_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 13.4223*cm -129.063781*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 188.5025*cm 182.6118*cm -0.1036253*rad 4.7801*cm 188.5025*cm 182.6118*cm -0.1036253*rad  | 
W_strip_6_33_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 14.4166*cm -138.624061*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 194.3932*cm 188.5025*cm -0.1036253*rad 4.7801*cm 194.3932*cm 188.5025*cm -0.1036253*rad  | 
W_strip_6_34_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 15.4108*cm -148.184341*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 200.2839*cm 194.3932*cm -0.1036253*rad 4.7801*cm 200.2839*cm 194.3932*cm -0.1036253*rad  | 
W_strip_6_35_s5_stack_1 | W-scintillator_6_s5_view_3_stack_1 | 16.4051*cm -157.744621*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.7801*cm 206.1746*cm 200.2839*cm -0.1036253*rad 4.7801*cm 206.1746*cm 200.2839*cm -0.1036253*rad  | 
