            ltccTrap  |                root  |Light Threshold Cerenkov Counter  |                                             0 0 0  |                                   0 0 0  | 110088   |              G4Trap  |500*mm 0*deg 0*deg 1700*mm 240*mm 2000*mm 0*deg 1700*mm 5*mm 1765*mm 0*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
cyl_mirrors_s2right_4  |              ltccS2  |           cyl mirrors right 4  |                  30.9845*cm  97.556*cm  424.93*cm  |            -167.07*deg 29.77*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.77*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2left_4  |              ltccS2  |            cyl mirrors left 4  |                   -30.9845*cm 97.556*cm 424.93*cm  |          -167.07*deg -29.77*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.77*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3right_4  |              ltccS3  |           cyl mirrors right 4  |                  30.9845*cm  97.556*cm  424.93*cm  |            -167.07*deg 29.77*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.77*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3left_4  |              ltccS3  |            cyl mirrors left 4  |                   -30.9845*cm 97.556*cm 424.93*cm  |          -167.07*deg -29.77*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.77*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5right_4  |              ltccS5  |           cyl mirrors right 4  |                  30.9845*cm  97.556*cm  424.93*cm  |            -167.07*deg 29.77*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.77*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5left_4  |              ltccS5  |            cyl mirrors left 4  |                   -30.9845*cm 97.556*cm 424.93*cm  |          -167.07*deg -29.77*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.77*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s6right_4  |              ltccS6  |           cyl mirrors right 4  |                  30.9845*cm  97.556*cm  424.93*cm  |            -167.07*deg 29.77*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.77*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s6left_4  |              ltccS6  |            cyl mirrors left 4  |                   -30.9845*cm 97.556*cm 424.93*cm  |          -167.07*deg -29.77*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.77*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2right_5  |              ltccS2  |           cyl mirrors right 5  |                39.0849*cm  110.012*cm  419.641*cm  |            -165.31*deg 29.43*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.43*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2left_5  |              ltccS2  |            cyl mirrors left 5  |                 -39.0849*cm 110.012*cm 419.641*cm  |          -165.31*deg -29.43*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 119.43*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
