         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                      2.5*cm 21.0*cm 20.0*cm 0.*deg 360.*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
superlayer0_layer0_ahdccell16_subcell1  |         ahdc_mother  |         AHDCcell 16 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -30.841091*mm      14.311782*mm     -29.816298*mm      16.339780*mm     -26.308498*mm      14.417453*mm     -27.212727*mm      12.628043*mm     -24.086228*mm      23.996950*mm     -22.429621*mm      25.552145*mm     -19.790842*mm      22.546010*mm     -21.252554*mm      21.173780*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 16 side manual 0 
superlayer0_layer0_ahdccell16_subcell2  |         ahdc_mother  |         AHDCcell 16 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -27.212727*mm      12.628043*mm     -27.995418*mm      10.782233*mm     -31.728141*mm      12.219864*mm     -30.841091*mm      14.311782*mm     -21.252554*mm      21.173780*mm     -22.619347*mm      19.706982*mm     -25.635260*mm      22.334580*mm     -24.086228*mm      23.996950*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 16 side manual 0 
superlayer0_layer0_ahdccell17_subcell1  |         ahdc_mother  |         AHDCcell 17 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -28.658337*mm      18.294800*mm     -27.372382*mm      20.168111*mm     -24.152102*mm      17.795392*mm     -25.286768*mm      16.142471*mm     -20.672838*mm      26.993217*mm     -18.823725*mm      28.313731*mm     -16.609169*mm      24.982704*mm     -18.240739*mm      23.817545*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 17 side manual 0 
superlayer0_layer0_ahdccell17_subcell2  |         ahdc_mother  |         AHDCcell 17 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -25.286768*mm      16.142471*mm     -26.308498*mm      14.417453*mm     -29.816298*mm      16.339780*mm     -28.658337*mm      18.294800*mm     -18.240739*mm      23.817545*mm     -19.790842*mm      22.546010*mm     -22.429621*mm      25.552145*mm     -20.672838*mm      26.993217*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 17 side manual 0 
superlayer0_layer0_ahdccell18_subcell1  |         ahdc_mother  |         AHDCcell 18 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -25.964175*mm      21.951347*mm     -24.440005*mm      23.636543*mm     -21.564711*mm      20.855773*mm     -22.909566*mm      19.368836*mm     -16.890541*mm      29.507789*mm     -14.881919*mm      30.570059*mm     -13.131105*mm      26.973581*mm     -14.903418*mm      26.036285*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 18 side manual 0 
superlayer0_layer0_ahdccell18_subcell2  |         ahdc_mother  |         AHDCcell 18 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -22.909566*mm      19.368836*mm     -24.152102*mm      17.795392*mm     -27.372382*mm      20.168111*mm     -25.964175*mm      21.951347*mm     -14.903418*mm      26.036285*mm     -16.609169*mm      24.982704*mm     -18.823725*mm      28.313731*mm     -16.890541*mm      29.507789*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 18 side manual 0 
superlayer0_layer0_ahdccell19_subcell1  |         ahdc_mother  |         AHDCcell 19 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -22.806681*mm      25.216172*mm     -21.071496*mm      26.683179*mm     -18.592497*mm      23.543982*mm     -20.123542*mm      22.249563*mm     -12.806831*mm      31.495795*mm     -10.674545*mm      32.280863*mm      -9.418716*mm      28.483114*mm     -11.300145*mm      27.790407*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 19 side manual 0 
superlayer0_layer0_ahdccell19_subcell2  |         ahdc_mother  |         AHDCcell 19 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -20.123542*mm      22.249563*mm     -21.564711*mm      20.855773*mm     -24.440005*mm      23.636543*mm     -22.806681*mm      25.216172*mm     -11.300145*mm      27.790407*mm     -13.131105*mm      26.973581*mm     -14.881919*mm      30.570059*mm     -12.806831*mm      31.495795*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 19 side manual 0 
superlayer0_layer0_ahdccell20_subcell1  |         ahdc_mother  |         AHDCcell 20 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -19.242201*mm      28.031013*mm     -17.326966*mm      29.253654*mm     -15.288499*mm      25.812047*mm     -16.978413*mm      24.733247*mm      -8.494583*mm      32.921757*mm      -6.276683*mm      33.415614*mm      -5.538250*mm      29.484365*mm      -7.495221*mm      29.048609*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 20 side manual 0 
superlayer0_layer0_ahdccell20_subcell2  |         ahdc_mother  |         AHDCcell 20 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -16.978413*mm      24.733247*mm     -18.592497*mm      23.543982*mm     -21.071496*mm      26.683179*mm     -19.242201*mm      28.031013*mm      -7.495221*mm      29.048609*mm      -9.418716*mm      28.483114*mm     -10.674545*mm      32.280863*mm      -8.494583*mm      32.921757*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 20 side manual 0 
superlayer0_layer0_ahdccell21_subcell1  |         ahdc_mother  |         AHDCcell 21 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -15.334344*mm      30.345640*mm     -13.273235*mm      31.302096*mm     -11.711678*mm      27.619497*mm     -13.530304*mm      26.775565*mm      -4.030750*mm      33.760229*mm      -1.766814*mm      33.954063*mm      -1.558953*mm      29.959467*mm      -3.556544*mm      29.788437*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 21 side manual 0 
superlayer0_layer0_ahdccell21_subcell2  |         ahdc_mother  |         AHDCcell 21 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -13.530304*mm      26.775565*mm     -15.288499*mm      25.812047*mm     -17.326966*mm      29.253654*mm     -15.334344*mm      30.345640*mm      -3.556544*mm      29.788437*mm      -5.538250*mm      29.484365*mm      -6.276683*mm      33.415614*mm      -4.030750*mm      33.760229*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 21 side manual 0 
superlayer0_layer0_ahdccell22_subcell1  |         ahdc_mother  |         AHDCcell 22 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -11.152845*mm      32.118749*mm      -8.982644*mm      32.791952*mm      -7.925862*mm      28.934075*mm      -9.840746*mm      28.340073*mm       0.505013*mm      33.996249*mm       2.774584*mm      33.886600*mm       2.448162*mm      29.899941*mm       0.445600*mm      29.996691*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 22 side manual 0 
superlayer0_layer0_ahdccell22_subcell2  |         ahdc_mother  |         AHDCcell 22 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -9.840746*mm      28.340073*mm     -11.711678*mm      27.619497*mm     -13.273235*mm      31.302096*mm     -11.152845*mm      32.118749*mm       0.445600*mm      29.996691*mm      -1.558953*mm      29.959467*mm      -1.766814*mm      33.954063*mm       0.505013*mm      33.996249*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 22 side manual 0 
superlayer0_layer0_ahdccell23_subcell1  |         ahdc_mother  |         AHDCcell 23 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -6.772323*mm      33.318698*mm      -4.531756*mm      33.696635*mm      -3.998609*mm      29.732325*mm      -5.975580*mm      29.398851*mm       5.031763*mm      33.625606*mm       7.266470*mm      33.214431*mm       6.411591*mm      29.306851*mm       4.439791*mm      29.669652*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 23 side manual 0 
superlayer0_layer0_ahdccell23_subcell2  |         ahdc_mother  |         AHDCcell 23 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -5.975580*mm      29.398851*mm      -7.925862*mm      28.934075*mm      -8.982644*mm      32.791952*mm      -6.772323*mm      33.318698*mm       4.439791*mm      29.669652*mm       2.448162*mm      29.899941*mm       2.774584*mm      33.886600*mm       5.031763*mm      33.625606*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 23 side manual 0 
superlayer0_layer0_ahdccell24_subcell1  |         ahdc_mother  |         AHDCcell 24 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -2.270950*mm      33.924074*mm      -0.000000*mm      34.000000*mm      -0.000000*mm      30.000000*mm      -2.003779*mm      29.933006*mm       9.468722*mm      32.654912*mm      11.628685*mm      31.949549*mm      10.260604*mm      28.190779*mm       8.354755*mm      28.813158*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 24 side manual 0 
superlayer0_layer0_ahdccell24_subcell2  |         ahdc_mother  |         AHDCcell 24 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      -2.003779*mm      29.933006*mm      -3.998609*mm      29.732325*mm      -4.531756*mm      33.696635*mm      -2.270950*mm      33.924074*mm       8.354755*mm      28.813158*mm       6.411591*mm      29.306851*mm       7.266470*mm      33.214431*mm       9.468722*mm      32.654912*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 24 side manual 0 
superlayer0_layer0_ahdccell25_subcell1  |         ahdc_mother  |         AHDCcell 25 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm       2.270950*mm      33.924074*mm       4.531756*mm      33.696635*mm       3.998609*mm      29.732325*mm       2.003779*mm      29.933006*mm      13.736711*mm      31.101491*mm      15.783386*mm      30.114527*mm      13.926517*mm      26.571641*mm      12.120627*mm      27.442492*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 25 side manual 0 
superlayer0_layer0_ahdccell25_subcell2  |         ahdc_mother  |         AHDCcell 25 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm       2.003779*mm      29.933006*mm      -0.000000*mm      30.000000*mm      -0.000000*mm      34.000000*mm       2.270950*mm      33.924074*mm      12.120627*mm      27.442492*mm      10.260604*mm      28.190779*mm      11.628685*mm      31.949549*mm      13.736711*mm      31.101491*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 25 side manual 0 
superlayer0_layer0_ahdccell26_subcell1  |         ahdc_mother  |         AHDCcell 26 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm       6.772323*mm      33.318698*mm       8.982644*mm      32.791952*mm       7.925862*mm      28.934075*mm       5.975580*mm      29.398851*mm      17.759568*mm      28.993064*mm      19.656432*mm      27.742110*mm      17.343911*mm      24.478333*mm      15.670207*mm      25.582115*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 26 side manual 0 
superlayer0_layer0_ahdccell26_subcell2  |         ahdc_mother  |         AHDCcell 26 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm       5.975580*mm      29.398851*mm       3.998609*mm      29.732325*mm       4.531756*mm      33.696635*mm       6.772323*mm      33.318698*mm      15.670207*mm      25.582115*mm      13.926517*mm      26.571641*mm      15.783386*mm      30.114527*mm      17.759568*mm      28.993064*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 26 side manual 0 
superlayer0_layer0_ahdccell27_subcell1  |         ahdc_mother  |         AHDCcell 27 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      11.152845*mm      32.118749*mm      13.273235*mm      31.302096*mm      11.711678*mm      27.619497*mm       9.840746*mm      28.340073*mm      21.465505*mm      26.367254*mm      23.178709*mm      24.874635*mm      20.451802*mm      21.948207*mm      18.940152*mm      23.265224*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 27 side manual 0 
superlayer0_layer0_ahdccell27_subcell2  |         ahdc_mother  |         AHDCcell 27 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm       9.840746*mm      28.340073*mm       7.925862*mm      28.934075*mm       8.982644*mm      32.791952*mm      11.152845*mm      32.118749*mm      18.940152*mm      23.265224*mm      17.343911*mm      24.478333*mm      19.656432*mm      27.742110*mm      21.465505*mm      26.367254*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 27 side manual 0 
superlayer0_layer0_ahdccell28_subcell1  |         ahdc_mother  |         AHDCcell 28 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      15.334344*mm      30.345640*mm      17.326966*mm      29.253654*mm      15.288499*mm      25.812047*mm      13.530304*mm      26.775565*mm      24.788390*mm      23.270920*mm      26.287361*mm      21.563271*mm      23.194730*mm      19.026416*mm      21.872109*mm      20.533165*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 28 side manual 0 
superlayer0_layer0_ahdccell28_subcell2  |         ahdc_mother  |         AHDCcell 28 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      13.530304*mm      26.775565*mm      11.711678*mm      27.619497*mm      13.273235*mm      31.302096*mm      15.334344*mm      30.345640*mm      21.872109*mm      20.533165*mm      20.451802*mm      21.948207*mm      23.178709*mm      24.874635*mm      24.788390*mm      23.270920*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 28 side manual 0 
superlayer0_layer0_ahdccell29_subcell1  |         ahdc_mother  |         AHDCcell 29 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      19.242201*mm      28.031013*mm      21.071496*mm      26.683179*mm      18.592497*mm      23.543982*mm      16.978413*mm      24.733247*mm      27.668926*mm      19.759316*mm      28.926914*mm      17.867110*mm      25.523748*mm      15.765097*mm      24.413758*mm      17.434690*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 29 side manual 0 
superlayer0_layer0_ahdccell29_subcell2  |         ahdc_mother  |         AHDCcell 29 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      16.978413*mm      24.733247*mm      15.288499*mm      25.812047*mm      17.326966*mm      29.253654*mm      19.242201*mm      28.031013*mm      24.413758*mm      17.434690*mm      23.194730*mm      19.026416*mm      26.287361*mm      21.563271*mm      27.668926*mm      19.759316*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 29 side manual 0 
superlayer0_layer0_ahdccell30_subcell1  |         ahdc_mother  |         AHDCcell 30 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      22.806681*mm      25.216172*mm      24.440005*mm      23.636543*mm      21.564711*mm      20.855773*mm      20.123542*mm      22.249563*mm      30.055708*mm      15.895106*mm      31.050266*mm      13.852111*mm      27.397294*mm      12.222450*mm      26.519743*mm      14.025094*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 30 side manual 0 
superlayer0_layer0_ahdccell30_subcell2  |         ahdc_mother  |         AHDCcell 30 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      20.123542*mm      22.249563*mm      18.592497*mm      23.543982*mm      21.071496*mm      26.683179*mm      22.806681*mm      25.216172*mm      26.519743*mm      14.025094*mm      25.523748*mm      15.765097*mm      28.926914*mm      17.867110*mm      30.055708*mm      15.895106*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 30 side manual 0 
superlayer0_layer0_ahdccell31_subcell1  |         ahdc_mother  |         AHDCcell 31 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm      25.964175*mm      21.951347*mm      27.372382*mm      20.168111*mm      24.152102*mm      17.795392*mm      22.909566*mm      19.368836*mm      31.906146*mm      11.747248*mm      32.619526*mm       9.589919*mm      28.781934*mm       8.461694*mm      28.152482*mm      10.365219*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 0 layer manual 0 ahdccell manual 31 side manual 0 
