                 cnd  |                root  |      Central Neutron Detector  |                    0*cm 0*cm 0.529000000000002*cm  |                                   0 0 0  | 33bb99   |                Tube  |                   28.95*cm 38.56*cm 39.578*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
  CND_S17_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 17, L 2, U-Turn 1  |   -16.80000000000*cm -29.09845356716*cm 31.272*cm  |                    270*deg 30*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 17 layer manual 2 u-turn manual 1 
  CND_S17_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 17, L 3, U-Turn 1  |     -18.35000000000*cm -31.78313231889*cm 34.7*cm  |                    270*deg 30*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 17 layer manual 3 u-turn manual 1 
  CND_S18_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 18, L 1, U-Turn 1  |    -7.89398087563*cm -29.46073770182*cm 27.044*cm  |                    270*deg 15*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 18 layer manual 1 u-turn manual 1 
  CND_S18_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 18, L 2, U-Turn 1  |    -8.69631991544*cm -32.45510776331*cm 31.272*cm  |                    270*deg 15*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 18 layer manual 2 u-turn manual 1 
  CND_S18_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 18, L 3, U-Turn 1  |      -9.49865895526*cm -35.44947782481*cm 34.7*cm  |                    270*deg 15*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 18 layer manual 3 u-turn manual 1 
  CND_S19_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 19, L 1, U-Turn 1  |    -0.00000000000*cm -30.50000000000*cm 27.044*cm  |                     270*deg 0*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 19 layer manual 1 u-turn manual 1 
  CND_S19_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 19, L 2, U-Turn 1  |    -0.00000000000*cm -33.60000000000*cm 31.272*cm  |                     270*deg 0*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 19 layer manual 2 u-turn manual 1 
  CND_S19_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 19, L 3, U-Turn 1  |      -0.00000000000*cm -36.70000000000*cm 34.7*cm  |                     270*deg 0*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 19 layer manual 3 u-turn manual 1 
  CND_S20_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 20, L 1, U-Turn 1  |     7.89398087563*cm -29.46073770182*cm 27.044*cm  |                   270*deg -15*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 20 layer manual 1 u-turn manual 1 
  CND_S20_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 20, L 2, U-Turn 1  |     8.69631991544*cm -32.45510776331*cm 31.272*cm  |                   270*deg -15*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 20 layer manual 2 u-turn manual 1 
  CND_S20_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 20, L 3, U-Turn 1  |       9.49865895526*cm -35.44947782481*cm 34.7*cm  |                   270*deg -15*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 20 layer manual 3 u-turn manual 1 
  CND_S21_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 21, L 1, U-Turn 1  |    15.25000000000*cm -26.41377481543*cm 27.044*cm  |                   270*deg -30*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 21 layer manual 1 u-turn manual 1 
  CND_S21_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 21, L 2, U-Turn 1  |    16.80000000000*cm -29.09845356716*cm 31.272*cm  |                   270*deg -30*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 21 layer manual 2 u-turn manual 1 
  CND_S21_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 21, L 3, U-Turn 1  |      18.35000000000*cm -31.78313231889*cm 34.7*cm  |                   270*deg -30*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 21 layer manual 3 u-turn manual 1 
  CND_S22_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 22, L 1, U-Turn 1  |    21.56675682619*cm -21.56675682619*cm 27.044*cm  |                   270*deg -45*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 22 layer manual 1 u-turn manual 1 
  CND_S22_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 22, L 2, U-Turn 1  |    23.75878784787*cm -23.75878784787*cm 31.272*cm  |                   270*deg -45*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 22 layer manual 2 u-turn manual 1 
  CND_S22_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 22, L 3, U-Turn 1  |      25.95081886955*cm -25.95081886955*cm 34.7*cm  |                   270*deg -45*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 22 layer manual 3 u-turn manual 1 
  CND_S23_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 23, L 1, U-Turn 1  |    26.41377481543*cm -15.25000000000*cm 27.044*cm  |                   270*deg -60*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 23 layer manual 1 u-turn manual 1 
  CND_S23_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 23, L 2, U-Turn 1  |    29.09845356716*cm -16.80000000000*cm 31.272*cm  |                   270*deg -60*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 23 layer manual 2 u-turn manual 1 
  CND_S23_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 23, L 3, U-Turn 1  |      31.78313231889*cm -18.35000000000*cm 34.7*cm  |                   270*deg -60*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 23 layer manual 3 u-turn manual 1 
  CND_S24_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 24, L 1, U-Turn 1  |     29.46073770182*cm -7.89398087563*cm 27.044*cm  |                   270*deg -75*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 24 layer manual 1 u-turn manual 1 
  CND_S24_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 24, L 2, U-Turn 1  |     32.45510776331*cm -8.69631991544*cm 31.272*cm  |                   270*deg -75*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 24 layer manual 2 u-turn manual 1 
  CND_S24_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 24, L 3, U-Turn 1  |       35.44947782481*cm -9.49865895526*cm 34.7*cm  |                   270*deg -75*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 24 layer manual 3 u-turn manual 1 
