           pcal_s1 |       fc | 207.191572*cm -1.54*cm 689.1902143*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 14.9118*cm 0*rad 0*rad 192.6750353*cm 0.000001*cm 197.15*cm 0*rad 192.6750353*cm 0.000001*cm 197.15*cm 0*rad  | 
U-view_single_strip_2_37_s6 | U-view-scintillator_4_s6 | 0*cm -21.1249647*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 86.6037905*cm 88.8804806*cm 0*rad 2.225*cm 86.6037905*cm 88.8804806*cm 0*rad  |   33   6   4  37
U-view_single_strip_2_38_s6 | U-view-scintillator_4_s6 | 0*cm -16.6249647*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 88.9060614*cm 91.1827514*cm 0*rad 2.225*cm 88.9060614*cm 91.1827514*cm 0*rad  |   33   6   4  38
U-view_single_strip_2_39_s6 | U-view-scintillator_4_s6 | 0*cm -12.1249647*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 91.2083322*cm 93.4850222*cm 0*rad 2.225*cm 91.2083322*cm 93.4850222*cm 0*rad  |   33   6   4  39
U-view_single_strip_2_40_s6 | U-view-scintillator_4_s6 | 0*cm -7.6249647*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 93.510603*cm 95.7872931*cm 0*rad 2.225*cm 93.510603*cm 95.7872931*cm 0*rad  |   33   6   4  40
U-view_single_strip_2_41_s6 | U-view-scintillator_4_s6 | 0*cm -3.1249647*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 95.8128739*cm 98.0895639*cm 0*rad 2.225*cm 95.8128739*cm 98.0895639*cm 0*rad  |   33   6   4  41
U-view_single_strip_2_42_s6 | U-view-scintillator_4_s6 | 0*cm 1.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 98.1151447*cm 100.3918347*cm 0*rad 2.225*cm 98.1151447*cm 100.3918347*cm 0*rad  |   33   6   4  42
U-view_single_strip_2_43_s6 | U-view-scintillator_4_s6 | 0*cm 5.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 100.4174155*cm 102.6941056*cm 0*rad 2.225*cm 100.4174155*cm 102.6941056*cm 0*rad  |   33   6   4  43
U-view_single_strip_2_44_s6 | U-view-scintillator_4_s6 | 0*cm 10.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 102.7196864*cm 104.9963764*cm 0*rad 2.225*cm 102.7196864*cm 104.9963764*cm 0*rad  |   33   6   4  44
U-view_single_strip_2_45_s6 | U-view-scintillator_4_s6 | 0*cm 14.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 105.0219572*cm 107.2986472*cm 0*rad 2.225*cm 105.0219572*cm 107.2986472*cm 0*rad  |   33   6   4  45
U-view_single_strip_2_46_s6 | U-view-scintillator_4_s6 | 0*cm 19.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 107.324228*cm 109.6009181*cm 0*rad 2.225*cm 107.324228*cm 109.6009181*cm 0*rad  |   33   6   4  46
U-view_single_strip_2_47_s6 | U-view-scintillator_4_s6 | 0*cm 23.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 109.6264988*cm 111.9031889*cm 0*rad 2.225*cm 109.6264988*cm 111.9031889*cm 0*rad  |   33   6   4  47
U-view_single_strip_2_48_s6 | U-view-scintillator_4_s6 | 0*cm 28.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 111.9287697*cm 114.2054597*cm 0*rad 2.225*cm 111.9287697*cm 114.2054597*cm 0*rad  |   33   6   4  48
U-view_single_strip_2_49_s6 | U-view-scintillator_4_s6 | 0*cm 32.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 114.2310405*cm 116.5077305*cm 0*rad 2.225*cm 114.2310405*cm 116.5077305*cm 0*rad  |   33   6   4  49
U-view_single_strip_2_50_s6 | U-view-scintillator_4_s6 | 0*cm 37.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 116.5333113*cm 118.8100014*cm 0*rad 2.225*cm 116.5333113*cm 118.8100014*cm 0*rad  |   33   6   4  50
U-view_single_strip_2_51_s6 | U-view-scintillator_4_s6 | 0*cm 41.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 118.8355822*cm 121.1122722*cm 0*rad 2.225*cm 118.8355822*cm 121.1122722*cm 0*rad  |   33   6   4  51
U-view_single_strip_2_52_s6 | U-view-scintillator_4_s6 | 0*cm 46.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 121.137853*cm 123.414543*cm 0*rad 2.225*cm 121.137853*cm 123.414543*cm 0*rad  |   33   6   4  52
U-view_single_strip_2_53_s6 | U-view-scintillator_4_s6 | 0*cm 50.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 123.4401238*cm 125.7168139*cm 0*rad 2.225*cm 123.4401238*cm 125.7168139*cm 0*rad  | 
U-view_single_strip_2_54_s6 | U-view-scintillator_4_s6 | 0*cm 55.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 125.7423947*cm 128.0190847*cm 0*rad 2.225*cm 125.7423947*cm 128.0190847*cm 0*rad  | 
U-view_single_strip_2_55_s6 | U-view-scintillator_4_s6 | 0*cm 59.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 128.0446655*cm 130.3213555*cm 0*rad 2.225*cm 128.0446655*cm 130.3213555*cm 0*rad  | 
U-view_single_strip_2_56_s6 | U-view-scintillator_4_s6 | 0*cm 64.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 130.3469363*cm 132.6236264*cm 0*rad 2.225*cm 130.3469363*cm 132.6236264*cm 0*rad  | 
U-view_single_strip_2_57_s6 | U-view-scintillator_4_s6 | 0*cm 68.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 132.6492071*cm 134.9258972*cm 0*rad 2.225*cm 132.6492071*cm 134.9258972*cm 0*rad  | 
U-view_single_strip_2_58_s6 | U-view-scintillator_4_s6 | 0*cm 73.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 134.951478*cm 137.228168*cm 0*rad 2.225*cm 134.951478*cm 137.228168*cm 0*rad  | 
U-view_single_strip_2_59_s6 | U-view-scintillator_4_s6 | 0*cm 77.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 137.2537488*cm 139.5304388*cm 0*rad 2.225*cm 137.2537488*cm 139.5304388*cm 0*rad  | 
U-view_single_strip_2_60_s6 | U-view-scintillator_4_s6 | 0*cm 82.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 139.5560196*cm 141.8327097*cm 0*rad 2.225*cm 139.5560196*cm 141.8327097*cm 0*rad  | 
U-view_single_strip_2_61_s6 | U-view-scintillator_4_s6 | 0*cm 86.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 141.8582905*cm 144.1349805*cm 0*rad 2.225*cm 141.8582905*cm 144.1349805*cm 0*rad  | 
U-view_single_strip_2_62_s6 | U-view-scintillator_4_s6 | 0*cm 91.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 144.1605613*cm 146.4372513*cm 0*rad 2.225*cm 144.1605613*cm 146.4372513*cm 0*rad  | 
U-view_single_strip_2_63_s6 | U-view-scintillator_4_s6 | 0*cm 95.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 146.4628321*cm 148.7395222*cm 0*rad 2.225*cm 146.4628321*cm 148.7395222*cm 0*rad  | 
U-view_single_strip_2_64_s6 | U-view-scintillator_4_s6 | 0*cm 100.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 148.765103*cm 151.041793*cm 0*rad 2.225*cm 148.765103*cm 151.041793*cm 0*rad  | 
U-view_single_strip_2_65_s6 | U-view-scintillator_4_s6 | 0*cm 104.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 151.0673738*cm 153.3440638*cm 0*rad 2.225*cm 151.0673738*cm 153.3440638*cm 0*rad  | 
U-view_single_strip_2_66_s6 | U-view-scintillator_4_s6 | 0*cm 109.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 153.3696446*cm 155.6463347*cm 0*rad 2.225*cm 153.3696446*cm 155.6463347*cm 0*rad  | 
U-view_single_strip_2_67_s6 | U-view-scintillator_4_s6 | 0*cm 113.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 155.6719154*cm 157.9486055*cm 0*rad 2.225*cm 155.6719154*cm 157.9486055*cm 0*rad  | 
U-view_single_strip_2_68_s6 | U-view-scintillator_4_s6 | 0*cm 118.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 157.9741863*cm 160.2508763*cm 0*rad 2.225*cm 157.9741863*cm 160.2508763*cm 0*rad  | 
U-view_single_strip_2_69_s6 | U-view-scintillator_4_s6 | 0*cm 122.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 160.2764571*cm 162.5531472*cm 0*rad 2.225*cm 160.2764571*cm 162.5531472*cm 0*rad  | 
U-view_single_strip_2_70_s6 | U-view-scintillator_4_s6 | 0*cm 127.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 162.5787279*cm 164.855418*cm 0*rad 2.225*cm 162.5787279*cm 164.855418*cm 0*rad  | 
U-view_single_strip_2_71_s6 | U-view-scintillator_4_s6 | 0*cm 131.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 164.8809988*cm 167.1576888*cm 0*rad 2.225*cm 164.8809988*cm 167.1576888*cm 0*rad  | 
U-view_single_strip_2_72_s6 | U-view-scintillator_4_s6 | 0*cm 136.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 167.1832696*cm 169.4599596*cm 0*rad 2.225*cm 167.1832696*cm 169.4599596*cm 0*rad  | 
U-view_single_strip_2_73_s6 | U-view-scintillator_4_s6 | 0*cm 140.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 169.4855404*cm 171.7622305*cm 0*rad 2.225*cm 169.4855404*cm 171.7622305*cm 0*rad  | 
U-view_single_strip_2_74_s6 | U-view-scintillator_4_s6 | 0*cm 145.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 171.7878113*cm 174.0645013*cm 0*rad 2.225*cm 171.7878113*cm 174.0645013*cm 0*rad  | 
U-view_single_strip_2_75_s6 | U-view-scintillator_4_s6 | 0*cm 149.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 174.0900821*cm 176.3667721*cm 0*rad 2.225*cm 174.0900821*cm 176.3667721*cm 0*rad  | 
U-view_single_strip_2_76_s6 | U-view-scintillator_4_s6 | 0*cm 154.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 176.3923529*cm 178.669043*cm 0*rad 2.225*cm 176.3923529*cm 178.669043*cm 0*rad  | 
U-view_single_strip_2_77_s6 | U-view-scintillator_4_s6 | 0*cm 158.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 178.6946238*cm 180.9713138*cm 0*rad 2.225*cm 178.6946238*cm 180.9713138*cm 0*rad  | 
U-view_single_strip_2_78_s6 | U-view-scintillator_4_s6 | 0*cm 163.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 180.9968946*cm 183.2735846*cm 0*rad 2.225*cm 180.9968946*cm 183.2735846*cm 0*rad  | 
U-view_single_strip_2_79_s6 | U-view-scintillator_4_s6 | 0*cm 167.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 183.2991654*cm 185.5758555*cm 0*rad 2.225*cm 183.2991654*cm 185.5758555*cm 0*rad  | 
U-view_single_strip_2_80_s6 | U-view-scintillator_4_s6 | 0*cm 172.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 185.6014362*cm 187.8781263*cm 0*rad 2.225*cm 185.6014362*cm 187.8781263*cm 0*rad  | 
U-view_single_strip_2_81_s6 | U-view-scintillator_4_s6 | 0*cm 176.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 187.9037071*cm 190.1803971*cm 0*rad 2.225*cm 187.9037071*cm 190.1803971*cm 0*rad  | 
U-view_single_strip_2_82_s6 | U-view-scintillator_4_s6 | 0*cm 181.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 190.2059779*cm 192.4826679*cm 0*rad 2.225*cm 190.2059779*cm 192.4826679*cm 0*rad  | 
U-view_single_strip_2_83_s6 | U-view-scintillator_4_s6 | 0*cm 185.8750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 192.5082487*cm 194.7849388*cm 0*rad 2.225*cm 192.5082487*cm 194.7849388*cm 0*rad  | 
U-view_single_strip_2_84_s6 | U-view-scintillator_4_s6 | 0*cm 190.3750353*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 194.8105196*cm 197.0872096*cm 0*rad 2.225*cm 194.8105196*cm 197.0872096*cm 0*rad  | 
PCAL_Lead_Layer_4_s6 |  pcal_s6 | 0*cm 0*cm -4.4282*cm | 0 0 0 |   G4Trap | 0.1075*cm 0*rad 0*rad 192.6250353*cm 0.000001*cm 197.100001*cm 0*rad 192.6250353*cm 0.000001*cm 197.100001*cm 0*rad  | 
V-view-scintillator_5_s6 |  pcal_s6 | -49.2508325*cm 96.3219652*cm -3.7956*cm | 0*deg 180*deg 62.905*deg |   G4Trap | 0.525*cm 0*rad 0*rad 175.4515664*cm 216.350001*cm 0.000002*cm -0.1045535*rad 175.4515664*cm 216.350001*cm 0.000002*cm -0.1045535*rad  | 
V-view_single_strip_2_0_s6 | V-view-scintillator_5_s6 | -18.180193*cm 173.25*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.1765664*cm 2.6993462*cm 0.0154138*cm -0.1045535*rad 2.1765664*cm 2.6993462*cm 0.0154138*cm -0.1045535*rad  | 
V-view_single_strip_2_1_s6 | V-view-scintillator_5_s6 | -17.7130626*cm 168.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 5.4738299*cm 2.7301738*cm -0.1045535*rad 2.225*cm 5.4738299*cm 2.7301738*cm -0.1045535*rad  | 
V-view_single_strip_2_2_s6 | V-view-scintillator_5_s6 | -17.2408498*cm 164.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 8.2483135*cm 5.5046575*cm -0.1045535*rad 2.225*cm 8.2483135*cm 5.5046575*cm -0.1045535*rad  | 
V-view_single_strip_2_3_s6 | V-view-scintillator_5_s6 | -16.768637*cm 159.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 11.0227971*cm 8.2791411*cm -0.1045535*rad 2.225*cm 11.0227971*cm 8.2791411*cm -0.1045535*rad  | 
V-view_single_strip_2_4_s6 | V-view-scintillator_5_s6 | -16.2964242*cm 155.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 13.7972808*cm 11.0536247*cm -0.1045535*rad 2.225*cm 13.7972808*cm 11.0536247*cm -0.1045535*rad  | 
V-view_single_strip_2_5_s6 | V-view-scintillator_5_s6 | -15.8242114*cm 150.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 16.5717644*cm 13.8281084*cm -0.1045535*rad 2.225*cm 16.5717644*cm 13.8281084*cm -0.1045535*rad  | 
V-view_single_strip_2_6_s6 | V-view-scintillator_5_s6 | -15.3519986*cm 146.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 19.3462481*cm 16.602592*cm -0.1045535*rad 2.225*cm 19.3462481*cm 16.602592*cm -0.1045535*rad  | 
V-view_single_strip_2_7_s6 | V-view-scintillator_5_s6 | -14.8797858*cm 141.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 22.1207317*cm 19.3770757*cm -0.1045535*rad 2.225*cm 22.1207317*cm 19.3770757*cm -0.1045535*rad  | 
V-view_single_strip_2_8_s6 | V-view-scintillator_5_s6 | -14.407573*cm 137.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 24.8952153*cm 22.1515593*cm -0.1045535*rad 2.225*cm 24.8952153*cm 22.1515593*cm -0.1045535*rad  | 
V-view_single_strip_2_9_s6 | V-view-scintillator_5_s6 | -13.9353602*cm 132.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 27.669699*cm 24.9260429*cm -0.1045535*rad 2.225*cm 27.669699*cm 24.9260429*cm -0.1045535*rad  | 
V-view_single_strip_2_10_s6 | V-view-scintillator_5_s6 | -13.4631474*cm 128.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 30.4441826*cm 27.7005266*cm -0.1045535*rad 2.225*cm 30.4441826*cm 27.7005266*cm -0.1045535*rad  | 
V-view_single_strip_2_11_s6 | V-view-scintillator_5_s6 | -12.9909346*cm 123.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 33.2186662*cm 30.4750102*cm -0.1045535*rad 2.225*cm 33.2186662*cm 30.4750102*cm -0.1045535*rad  | 
V-view_single_strip_2_12_s6 | V-view-scintillator_5_s6 | -12.5187218*cm 119.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 35.9931499*cm 33.2494938*cm -0.1045535*rad 2.225*cm 35.9931499*cm 33.2494938*cm -0.1045535*rad  | 
V-view_single_strip_2_13_s6 | V-view-scintillator_5_s6 | -12.046509*cm 114.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 38.7676335*cm 36.0239775*cm -0.1045535*rad 2.225*cm 38.7676335*cm 36.0239775*cm -0.1045535*rad  | 
V-view_single_strip_2_14_s6 | V-view-scintillator_5_s6 | -11.5742962*cm 110.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 41.5421171*cm 38.7984611*cm -0.1045535*rad 2.225*cm 41.5421171*cm 38.7984611*cm -0.1045535*rad  | 
V-view_single_strip_2_15_s6 | V-view-scintillator_5_s6 | -11.1020834*cm 105.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 44.3166008*cm 41.5729447*cm -0.1045535*rad 2.225*cm 44.3166008*cm 41.5729447*cm -0.1045535*rad  | 
V-view_single_strip_2_16_s6 | V-view-scintillator_5_s6 | -10.6298706*cm 101.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 47.0910844*cm 44.3474284*cm -0.1045535*rad 2.225*cm 47.0910844*cm 44.3474284*cm -0.1045535*rad  | 
V-view_single_strip_2_17_s6 | V-view-scintillator_5_s6 | -10.1576578*cm 96.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 49.865568*cm 47.121912*cm -0.1045535*rad 2.225*cm 49.865568*cm 47.121912*cm -0.1045535*rad  | 
V-view_single_strip_2_18_s6 | V-view-scintillator_5_s6 | -9.6854449*cm 92.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 52.6400517*cm 49.8963956*cm -0.1045535*rad 2.225*cm 52.6400517*cm 49.8963956*cm -0.1045535*rad  | 
V-view_single_strip_2_19_s6 | V-view-scintillator_5_s6 | -9.2132321*cm 87.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 55.4145353*cm 52.6708793*cm -0.1045535*rad 2.225*cm 55.4145353*cm 52.6708793*cm -0.1045535*rad  | 
V-view_single_strip_2_20_s6 | V-view-scintillator_5_s6 | -8.7410193*cm 83.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 58.189019*cm 55.4453629*cm -0.1045535*rad 2.225*cm 58.189019*cm 55.4453629*cm -0.1045535*rad  | 
V-view_single_strip_2_21_s6 | V-view-scintillator_5_s6 | -8.2688065*cm 78.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 60.9635026*cm 58.2198466*cm -0.1045535*rad 2.225*cm 60.9635026*cm 58.2198466*cm -0.1045535*rad  | 
V-view_single_strip_2_22_s6 | V-view-scintillator_5_s6 | -7.7965937*cm 74.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 63.7379862*cm 60.9943302*cm -0.1045535*rad 2.225*cm 63.7379862*cm 60.9943302*cm -0.1045535*rad  | 
V-view_single_strip_2_23_s6 | V-view-scintillator_5_s6 | -7.3243809*cm 69.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 66.5124699*cm 63.7688138*cm -0.1045535*rad 2.225*cm 66.5124699*cm 63.7688138*cm -0.1045535*rad  | 
V-view_single_strip_2_24_s6 | V-view-scintillator_5_s6 | -6.8521681*cm 65.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 69.2869535*cm 66.5432975*cm -0.1045535*rad 2.225*cm 69.2869535*cm 66.5432975*cm -0.1045535*rad  | 
V-view_single_strip_2_25_s6 | V-view-scintillator_5_s6 | -6.3799553*cm 60.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 72.0614371*cm 69.3177811*cm -0.1045535*rad 2.225*cm 72.0614371*cm 69.3177811*cm -0.1045535*rad  | 
V-view_single_strip_2_26_s6 | V-view-scintillator_5_s6 | -5.9077425*cm 56.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 74.8359208*cm 72.0922647*cm -0.1045535*rad 2.225*cm 74.8359208*cm 72.0922647*cm -0.1045535*rad  | 
V-view_single_strip_2_27_s6 | V-view-scintillator_5_s6 | -5.4355297*cm 51.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 77.6104044*cm 74.8667484*cm -0.1045535*rad 2.225*cm 77.6104044*cm 74.8667484*cm -0.1045535*rad  | 
V-view_single_strip_2_28_s6 | V-view-scintillator_5_s6 | -4.9633169*cm 47.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 80.384888*cm 77.641232*cm -0.1045535*rad 2.225*cm 80.384888*cm 77.641232*cm -0.1045535*rad  | 
V-view_single_strip_2_29_s6 | V-view-scintillator_5_s6 | -4.4911041*cm 42.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 83.1593717*cm 80.4157156*cm -0.1045535*rad 2.225*cm 83.1593717*cm 80.4157156*cm -0.1045535*rad  | 
V-view_single_strip_2_30_s6 | V-view-scintillator_5_s6 | -4.0188913*cm 38.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 85.9338553*cm 83.1901993*cm -0.1045535*rad 2.225*cm 85.9338553*cm 83.1901993*cm -0.1045535*rad  | 
V-view_single_strip_2_31_s6 | V-view-scintillator_5_s6 | -3.5466785*cm 33.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 88.708339*cm 85.9646829*cm -0.1045535*rad 2.225*cm 88.708339*cm 85.9646829*cm -0.1045535*rad  |   33   6   5  16
V-view_single_strip_2_32_s6 | V-view-scintillator_5_s6 | -3.0744657*cm 29.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 91.4828226*cm 88.7391665*cm -0.1045535*rad 2.225*cm 91.4828226*cm 88.7391665*cm -0.1045535*rad  |   33   6   5  17
V-view_single_strip_2_33_s6 | V-view-scintillator_5_s6 | -2.6022529*cm 24.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 94.2573062*cm 91.5136502*cm -0.1045535*rad 2.225*cm 94.2573062*cm 91.5136502*cm -0.1045535*rad  |   33   6   5  18
V-view_single_strip_2_34_s6 | V-view-scintillator_5_s6 | -2.1300401*cm 20.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 97.0317899*cm 94.2881338*cm -0.1045535*rad 2.225*cm 97.0317899*cm 94.2881338*cm -0.1045535*rad  |   33   6   5  19
V-view_single_strip_2_35_s6 | V-view-scintillator_5_s6 | -1.6578273*cm 15.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 99.8062735*cm 97.0626175*cm -0.1045535*rad 2.225*cm 99.8062735*cm 97.0626175*cm -0.1045535*rad  |   33   6   5  20
V-view_single_strip_2_36_s6 | V-view-scintillator_5_s6 | -1.1856144*cm 11.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 102.5807571*cm 99.8371011*cm -0.1045535*rad 2.225*cm 102.5807571*cm 99.8371011*cm -0.1045535*rad  |   33   6   5  21
V-view_single_strip_2_37_s6 | V-view-scintillator_5_s6 | -0.7134016*cm 6.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 105.3552408*cm 102.6115847*cm -0.1045535*rad 2.225*cm 105.3552408*cm 102.6115847*cm -0.1045535*rad  |   33   6   5  22
V-view_single_strip_2_38_s6 | V-view-scintillator_5_s6 | -0.2411888*cm 2.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 108.1297244*cm 105.3860684*cm -0.1045535*rad 2.225*cm 108.1297244*cm 105.3860684*cm -0.1045535*rad  |   33   6   5  23
