            bst_sl_1  |                root  |                 Super Layer 1  |                                  0*cm 0*cm -50*mm  |                                   0 0 0  | aaaaff   |                Tube  |                            60*mm 75*mm 325*mm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment24  |            bst_sl_4  |PC Board V, Layer 4,  Segment 24  |                 -41.676*mm -155.536*mm -56.248*mm  |                    0*deg 0*deg -165*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment01  |            bst_sl_4  |PC Board V, Layer 4,  Segment 1  |                  -0.000*mm -161.275*mm -35.518*mm  |                     0*deg 0*deg 180*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment02  |            bst_sl_4  |PC Board V, Layer 4,  Segment 2  |                  41.741*mm -155.780*mm -35.518*mm  |                     0*deg 0*deg 165*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment03  |            bst_sl_4  |PC Board V, Layer 4,  Segment 3  |                  80.638*mm -139.668*mm -35.518*mm  |                     0*deg 0*deg 150*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment04  |            bst_sl_4  |PC Board V, Layer 4,  Segment 4  |                 114.039*mm -114.039*mm -35.518*mm  |                     0*deg 0*deg 135*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment05  |            bst_sl_4  |PC Board V, Layer 4,  Segment 5  |                  139.668*mm -80.638*mm -35.518*mm  |                     0*deg 0*deg 120*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment06  |            bst_sl_4  |PC Board V, Layer 4,  Segment 6  |                  155.780*mm -41.741*mm -35.518*mm  |                     0*deg 0*deg 105*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment07  |            bst_sl_4  |PC Board V, Layer 4,  Segment 7  |                   161.275*mm -0.000*mm -35.518*mm  |                      0*deg 0*deg 90*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment08  |            bst_sl_4  |PC Board V, Layer 4,  Segment 8  |                   155.780*mm 41.741*mm -35.518*mm  |                      0*deg 0*deg 75*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment09  |            bst_sl_4  |PC Board V, Layer 4,  Segment 9  |                   139.668*mm 80.637*mm -35.518*mm  |                      0*deg 0*deg 60*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment10  |            bst_sl_4  |PC Board V, Layer 4,  Segment 10  |                  114.039*mm 114.039*mm -35.518*mm  |                      0*deg 0*deg 45*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment11  |            bst_sl_4  |PC Board V, Layer 4,  Segment 11  |                   80.637*mm 139.668*mm -35.518*mm  |                      0*deg 0*deg 30*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment12  |            bst_sl_4  |PC Board V, Layer 4,  Segment 12  |                   41.741*mm 155.780*mm -35.518*mm  |                      0*deg 0*deg 15*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment13  |            bst_sl_4  |PC Board V, Layer 4,  Segment 13  |                    0.000*mm 161.275*mm -35.518*mm  |                       0*deg 0*deg 0*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment14  |            bst_sl_4  |PC Board V, Layer 4,  Segment 14  |                  -41.741*mm 155.780*mm -35.518*mm  |                     0*deg 0*deg -15*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment15  |            bst_sl_4  |PC Board V, Layer 4,  Segment 15  |                  -80.637*mm 139.668*mm -35.518*mm  |                     0*deg 0*deg -30*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment16  |            bst_sl_4  |PC Board V, Layer 4,  Segment 16  |                 -114.039*mm 114.039*mm -35.518*mm  |                     0*deg 0*deg -45*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment17  |            bst_sl_4  |PC Board V, Layer 4,  Segment 17  |                  -139.668*mm 80.637*mm -35.518*mm  |                     0*deg 0*deg -60*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment18  |            bst_sl_4  |PC Board V, Layer 4,  Segment 18  |                  -155.780*mm 41.741*mm -35.518*mm  |                     0*deg 0*deg -75*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment19  |            bst_sl_4  |PC Board V, Layer 4,  Segment 19  |                   -161.275*mm 0.000*mm -35.518*mm  |                     0*deg 0*deg -90*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment20  |            bst_sl_4  |PC Board V, Layer 4,  Segment 20  |                 -155.780*mm -41.741*mm -35.518*mm  |                    0*deg 0*deg -105*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pitchAdapter_V_L4_Segment21  |            bst_sl_4  |PC Board V, Layer 4,  Segment 21  |                 -139.668*mm -80.638*mm -35.518*mm  |                    0*deg 0*deg -120*deg  | ff0000   |                 Box  |                                       21.01*mm 0.16*mm 2*mm  |  G4_SILICON_DIOXIDE  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
