             ec_s1 |       fc | 227.2889756*cm -0.752*cm 731.8939964*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 26.7767*cm 0*rad 0*rad 204.35336*cm 0.000001*cm 209.3246351*cm 0*rad 204.35336*cm 0.000001*cm 209.3246351*cm 0*rad  | 
V_strip_23_8_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -10.8584654*cm 104.410529*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 49.0164054*cm 42.8893548*cm -0.1036253*rad 4.97193*cm 49.0164054*cm 42.8893548*cm -0.1036253*rad  | 
V_strip_23_9_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -9.8243258*cm 94.466669*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 55.143456*cm 49.0164054*cm -0.1036253*rad 4.97193*cm 55.143456*cm 49.0164054*cm -0.1036253*rad  | 
V_strip_23_10_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -8.7901862*cm 84.522809*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 61.2705067*cm 55.143456*cm -0.1036253*rad 4.97193*cm 61.2705067*cm 55.143456*cm -0.1036253*rad  | 
V_strip_23_11_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -7.7560467*cm 74.578949*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 67.3975573*cm 61.2705067*cm -0.1036253*rad 4.97193*cm 67.3975573*cm 61.2705067*cm -0.1036253*rad  | 
V_strip_23_12_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -6.7219071*cm 64.635089*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 73.5246079*cm 67.3975573*cm -0.1036253*rad 4.97193*cm 73.5246079*cm 67.3975573*cm -0.1036253*rad  | 
V_strip_23_13_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -5.6877675*cm 54.691229*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 79.6516585*cm 73.5246079*cm -0.1036253*rad 4.97193*cm 79.6516585*cm 73.5246079*cm -0.1036253*rad  | 
V_strip_23_14_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -4.653628*cm 44.747369*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 85.7787091*cm 79.6516585*cm -0.1036253*rad 4.97193*cm 85.7787091*cm 79.6516585*cm -0.1036253*rad  | 
V_strip_23_15_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -3.6194884*cm 34.803509*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 91.9057597*cm 85.7787091*cm -0.1036253*rad 4.97193*cm 91.9057597*cm 85.7787091*cm -0.1036253*rad  | 
V_strip_23_16_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -2.5853488*cm 24.859649*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 98.0328103*cm 91.9057597*cm -0.1036253*rad 4.97193*cm 98.0328103*cm 91.9057597*cm -0.1036253*rad  | 
V_strip_23_17_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -1.5512093*cm 14.915789*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 104.1598609*cm 98.0328103*cm -0.1036253*rad 4.97193*cm 104.1598609*cm 98.0328103*cm -0.1036253*rad  | 
V_strip_23_18_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | -0.5170697*cm 4.971929*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 110.2869115*cm 104.1598609*cm -0.1036253*rad 4.97193*cm 110.2869115*cm 104.1598609*cm -0.1036253*rad  | 
V_strip_23_19_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 0.5170699*cm -4.971931*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 116.4139621*cm 110.2869115*cm -0.1036253*rad 4.97193*cm 116.4139621*cm 110.2869115*cm -0.1036253*rad  | 
V_strip_23_20_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 1.5512095*cm -14.915791*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 122.5410127*cm 116.4139621*cm -0.1036253*rad 4.97193*cm 122.5410127*cm 116.4139621*cm -0.1036253*rad  | 
V_strip_23_21_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 2.585349*cm -24.859651*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 128.6680633*cm 122.5410127*cm -0.1036253*rad 4.97193*cm 128.6680633*cm 122.5410127*cm -0.1036253*rad  | 
V_strip_23_22_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 3.6194886*cm -34.803511*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 134.7951139*cm 128.6680633*cm -0.1036253*rad 4.97193*cm 134.7951139*cm 128.6680633*cm -0.1036253*rad  | 
V_strip_23_23_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 4.6536282*cm -44.747371*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 140.9221645*cm 134.7951139*cm -0.1036253*rad 4.97193*cm 140.9221645*cm 134.7951139*cm -0.1036253*rad  | 
V_strip_23_24_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 5.6877677*cm -54.691231*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 147.0492151*cm 140.9221645*cm -0.1036253*rad 4.97193*cm 147.0492151*cm 140.9221645*cm -0.1036253*rad  | 
V_strip_23_25_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 6.7219073*cm -64.635091*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 153.1762657*cm 147.0492151*cm -0.1036253*rad 4.97193*cm 153.1762657*cm 147.0492151*cm -0.1036253*rad  | 
V_strip_23_26_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 7.7560469*cm -74.578951*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 159.3033163*cm 153.1762657*cm -0.1036253*rad 4.97193*cm 159.3033163*cm 153.1762657*cm -0.1036253*rad  | 
V_strip_23_27_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 8.7901864*cm -84.522811*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 165.4303669*cm 159.3033163*cm -0.1036253*rad 4.97193*cm 165.4303669*cm 159.3033163*cm -0.1036253*rad  | 
V_strip_23_28_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 9.824326*cm -94.466671*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 171.5574175*cm 165.4303669*cm -0.1036253*rad 4.97193*cm 171.5574175*cm 165.4303669*cm -0.1036253*rad  | 
V_strip_23_29_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 10.8584656*cm -104.410531*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 177.6844681*cm 171.5574175*cm -0.1036253*rad 4.97193*cm 177.6844681*cm 171.5574175*cm -0.1036253*rad  | 
V_strip_23_30_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 11.8926052*cm -114.354391*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 183.8115187*cm 177.6844681*cm -0.1036253*rad 4.97193*cm 183.8115187*cm 177.6844681*cm -0.1036253*rad  | 
V_strip_23_31_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 12.9267447*cm -124.298251*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 189.9385693*cm 183.8115187*cm -0.1036253*rad 4.97193*cm 189.9385693*cm 183.8115187*cm -0.1036253*rad  | 
V_strip_23_32_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 13.9608843*cm -134.242111*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 196.0656199*cm 189.9385693*cm -0.1036253*rad 4.97193*cm 196.0656199*cm 189.9385693*cm -0.1036253*rad  | 
V_strip_23_33_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 14.9950239*cm -144.185971*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 202.1926705*cm 196.0656199*cm -0.1036253*rad 4.97193*cm 202.1926705*cm 196.0656199*cm -0.1036253*rad  | 
V_strip_23_34_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 16.0291634*cm -154.129831*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 208.3197211*cm 202.1926705*cm -0.1036253*rad 4.97193*cm 208.3197211*cm 202.1926705*cm -0.1036253*rad  | 
V_strip_23_35_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 17.063303*cm -164.073691*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 214.4467717*cm 208.3197211*cm -0.1036253*rad 4.97193*cm 214.4467717*cm 208.3197211*cm -0.1036253*rad  | 
V_strip_23_36_s1_stack_2 | V-scintillator_23_s1_view_2_stack_2 | 18.0974426*cm -174.017551*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.97193*cm 220.5738223*cm 214.4467717*cm -0.1036253*rad 4.97193*cm 220.5738223*cm 214.4467717*cm -0.1036253*rad  | 
lead_24_s1_view_3_stack_2 |    ec_s1 | 0*cm 0.19688*cm 7.03295*cm | 0 0 0 |   G4Trap | 0.11905*cm 0*rad 0*rad 196.7667745*cm 0.000001*cm 201.5546633*cm 0*rad 196.7667745*cm 0.000001*cm 201.5546633*cm 0*rad  | 
W-scintillator_24_s1_view_3_stack_2 |    ec_s1 | 50.3886656*cm 98.5802668*cm 7.6521*cm | 0*deg 0*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 179.394481*cm 221.072916*cm 0.000001*cm -0.1036253*rad 179.394481*cm 221.072916*cm 0.000001*cm -0.1036253*rad  | 
W_strip_24_1_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -18.1383915*cm 174.411299*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 6.1409149*cm 0.0000006*cm -0.1036253*rad 4.98318*cm 6.1409149*cm 0.0000006*cm -0.1036253*rad  | 
W_strip_24_2_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -17.101912*cm 164.444939*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 12.2818292*cm 6.1409149*cm -0.1036253*rad 4.98318*cm 12.2818292*cm 6.1409149*cm -0.1036253*rad  | 
W_strip_24_3_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -16.0654325*cm 154.478579*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 18.4227435*cm 12.2818292*cm -0.1036253*rad 4.98318*cm 18.4227435*cm 12.2818292*cm -0.1036253*rad  | 
W_strip_24_4_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -15.0289529*cm 144.512219*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 24.5636578*cm 18.4227435*cm -0.1036253*rad 4.98318*cm 24.5636578*cm 18.4227435*cm -0.1036253*rad  | 
W_strip_24_5_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -13.9924734*cm 134.545859*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 30.7045721*cm 24.5636578*cm -0.1036253*rad 4.98318*cm 30.7045721*cm 24.5636578*cm -0.1036253*rad  | 
W_strip_24_6_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -12.9559939*cm 124.579499*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 36.8454864*cm 30.7045721*cm -0.1036253*rad 4.98318*cm 36.8454864*cm 30.7045721*cm -0.1036253*rad  | 
W_strip_24_7_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -11.9195144*cm 114.613139*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 42.9864007*cm 36.8454864*cm -0.1036253*rad 4.98318*cm 42.9864007*cm 36.8454864*cm -0.1036253*rad  | 
W_strip_24_8_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -10.8830349*cm 104.646779*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 49.127315*cm 42.9864007*cm -0.1036253*rad 4.98318*cm 49.127315*cm 42.9864007*cm -0.1036253*rad  | 
W_strip_24_9_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -9.8465553*cm 94.680419*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 55.2682293*cm 49.127315*cm -0.1036253*rad 4.98318*cm 55.2682293*cm 49.127315*cm -0.1036253*rad  | 
W_strip_24_10_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -8.8100758*cm 84.714059*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 61.4091436*cm 55.2682293*cm -0.1036253*rad 4.98318*cm 61.4091436*cm 55.2682293*cm -0.1036253*rad  | 
W_strip_24_11_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -7.7735963*cm 74.747699*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 67.5500579*cm 61.4091436*cm -0.1036253*rad 4.98318*cm 67.5500579*cm 61.4091436*cm -0.1036253*rad  | 
W_strip_24_12_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -6.7371168*cm 64.781339*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 73.6909722*cm 67.5500579*cm -0.1036253*rad 4.98318*cm 73.6909722*cm 67.5500579*cm -0.1036253*rad  | 
W_strip_24_13_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -5.7006373*cm 54.814979*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 79.8318865*cm 73.6909722*cm -0.1036253*rad 4.98318*cm 79.8318865*cm 73.6909722*cm -0.1036253*rad  | 
W_strip_24_14_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -4.6641577*cm 44.848619*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 85.9728008*cm 79.8318865*cm -0.1036253*rad 4.98318*cm 85.9728008*cm 79.8318865*cm -0.1036253*rad  | 
W_strip_24_15_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -3.6276782*cm 34.882259*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 92.1137151*cm 85.9728008*cm -0.1036253*rad 4.98318*cm 92.1137151*cm 85.9728008*cm -0.1036253*rad  | 
W_strip_24_16_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -2.5911987*cm 24.915899*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 98.2546294*cm 92.1137151*cm -0.1036253*rad 4.98318*cm 98.2546294*cm 92.1137151*cm -0.1036253*rad  | 
W_strip_24_17_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -1.5547192*cm 14.949539*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 104.3955437*cm 98.2546294*cm -0.1036253*rad 4.98318*cm 104.3955437*cm 98.2546294*cm -0.1036253*rad  | 
W_strip_24_18_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | -0.5182397*cm 4.983179*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 110.536458*cm 104.3955437*cm -0.1036253*rad 4.98318*cm 110.536458*cm 104.3955437*cm -0.1036253*rad  | 
W_strip_24_19_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 0.5182399*cm -4.983181*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 116.6773723*cm 110.536458*cm -0.1036253*rad 4.98318*cm 116.6773723*cm 110.536458*cm -0.1036253*rad  | 
W_strip_24_20_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 1.5547194*cm -14.949541*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 122.8182866*cm 116.6773723*cm -0.1036253*rad 4.98318*cm 122.8182866*cm 116.6773723*cm -0.1036253*rad  | 
W_strip_24_21_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 2.5911989*cm -24.915901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 128.9592009*cm 122.8182866*cm -0.1036253*rad 4.98318*cm 128.9592009*cm 122.8182866*cm -0.1036253*rad  | 
W_strip_24_22_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 3.6276784*cm -34.882261*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 135.1001152*cm 128.9592009*cm -0.1036253*rad 4.98318*cm 135.1001152*cm 128.9592009*cm -0.1036253*rad  | 
W_strip_24_23_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 4.6641579*cm -44.848621*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 141.2410295*cm 135.1001152*cm -0.1036253*rad 4.98318*cm 141.2410295*cm 135.1001152*cm -0.1036253*rad  | 
W_strip_24_24_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 5.7006375*cm -54.814981*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 147.3819438*cm 141.2410295*cm -0.1036253*rad 4.98318*cm 147.3819438*cm 141.2410295*cm -0.1036253*rad  | 
W_strip_24_25_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 6.737117*cm -64.781341*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 153.5228581*cm 147.3819438*cm -0.1036253*rad 4.98318*cm 153.5228581*cm 147.3819438*cm -0.1036253*rad  | 
W_strip_24_26_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 7.7735965*cm -74.747701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 159.6637724*cm 153.5228581*cm -0.1036253*rad 4.98318*cm 159.6637724*cm 153.5228581*cm -0.1036253*rad  | 
W_strip_24_27_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 8.810076*cm -84.714061*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 165.8046867*cm 159.6637724*cm -0.1036253*rad 4.98318*cm 165.8046867*cm 159.6637724*cm -0.1036253*rad  | 
W_strip_24_28_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 9.8465555*cm -94.680421*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 171.945601*cm 165.8046867*cm -0.1036253*rad 4.98318*cm 171.945601*cm 165.8046867*cm -0.1036253*rad  | 
W_strip_24_29_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 10.8830351*cm -104.646781*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 178.0865153*cm 171.945601*cm -0.1036253*rad 4.98318*cm 178.0865153*cm 171.945601*cm -0.1036253*rad  | 
W_strip_24_30_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 11.9195146*cm -114.613141*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 184.2274296*cm 178.0865153*cm -0.1036253*rad 4.98318*cm 184.2274296*cm 178.0865153*cm -0.1036253*rad  | 
W_strip_24_31_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 12.9559941*cm -124.579501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 190.3683439*cm 184.2274296*cm -0.1036253*rad 4.98318*cm 190.3683439*cm 184.2274296*cm -0.1036253*rad  | 
W_strip_24_32_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 13.9924736*cm -134.545861*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 196.5092582*cm 190.3683439*cm -0.1036253*rad 4.98318*cm 196.5092582*cm 190.3683439*cm -0.1036253*rad  | 
W_strip_24_33_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 15.0289531*cm -144.512221*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 202.6501725*cm 196.5092582*cm -0.1036253*rad 4.98318*cm 202.6501725*cm 196.5092582*cm -0.1036253*rad  | 
W_strip_24_34_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 16.0654327*cm -154.478581*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 208.7910868*cm 202.6501725*cm -0.1036253*rad 4.98318*cm 208.7910868*cm 202.6501725*cm -0.1036253*rad  | 
W_strip_24_35_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 17.1019122*cm -164.444941*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 214.9320011*cm 208.7910868*cm -0.1036253*rad 4.98318*cm 214.9320011*cm 208.7910868*cm -0.1036253*rad  | 
W_strip_24_36_s1_stack_2 | W-scintillator_24_s1_view_3_stack_2 | 18.1383917*cm -174.411301*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.98318*cm 221.0729154*cm 214.9320011*cm -0.1036253*rad 4.98318*cm 221.0729154*cm 214.9320011*cm -0.1036253*rad  | 
lead_25_s1_view_1_stack_2 |    ec_s1 | 0*cm 0.20544*cm 8.27125*cm | 0 0 0 |   G4Trap | 0.11905*cm 0*rad 0*rad 197.284321*cm 0.000001*cm 202.0848031*cm 0*rad 197.284321*cm 0.000001*cm 202.0848031*cm 0*rad  | 
U-scintillator_25_s1_view_1_stack_2 |    ec_s1 | 0*cm 0.20544*cm 8.8904*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 197.284321*cm 0.000001*cm 202.0848031*cm 0*rad 197.284321*cm 0.000001*cm 202.0848031*cm 0*rad  | 
U_strip_25_1_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -191.804199*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 0.0000005*cm 5.6134672*cm 0*rad 5.48012*cm 0.0000005*cm 5.6134672*cm 0*rad  | 
U_strip_25_2_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -180.843959*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 5.6134672*cm 11.226934*cm 0*rad 5.48012*cm 5.6134672*cm 11.226934*cm 0*rad  | 
U_strip_25_3_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -169.883719*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 11.226934*cm 16.8404007*cm 0*rad 5.48012*cm 11.226934*cm 16.8404007*cm 0*rad  | 
U_strip_25_4_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -158.923479*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 16.8404007*cm 22.4538674*cm 0*rad 5.48012*cm 16.8404007*cm 22.4538674*cm 0*rad  | 
U_strip_25_5_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -147.963239*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 22.4538674*cm 28.0673341*cm 0*rad 5.48012*cm 22.4538674*cm 28.0673341*cm 0*rad  | 
U_strip_25_6_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -137.002999*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 28.0673341*cm 33.6808009*cm 0*rad 5.48012*cm 28.0673341*cm 33.6808009*cm 0*rad  | 
U_strip_25_7_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -126.042759*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 33.6808009*cm 39.2942676*cm 0*rad 5.48012*cm 33.6808009*cm 39.2942676*cm 0*rad  | 
U_strip_25_8_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -115.082519*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 39.2942676*cm 44.9077343*cm 0*rad 5.48012*cm 39.2942676*cm 44.9077343*cm 0*rad  | 
U_strip_25_9_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -104.122279*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 44.9077343*cm 50.521201*cm 0*rad 5.48012*cm 44.9077343*cm 50.521201*cm 0*rad  | 
U_strip_25_10_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -93.162039*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 50.521201*cm 56.1346678*cm 0*rad 5.48012*cm 50.521201*cm 56.1346678*cm 0*rad  | 
U_strip_25_11_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -82.201799*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 56.1346678*cm 61.7481345*cm 0*rad 5.48012*cm 56.1346678*cm 61.7481345*cm 0*rad  | 
U_strip_25_12_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -71.241559*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 61.7481345*cm 67.3616012*cm 0*rad 5.48012*cm 61.7481345*cm 67.3616012*cm 0*rad  | 
U_strip_25_13_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -60.281319*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 67.3616012*cm 72.9750679*cm 0*rad 5.48012*cm 67.3616012*cm 72.9750679*cm 0*rad  | 
U_strip_25_14_s1_stack_2 | U-scintillator_25_s1_view_1_stack_2 | 0*cm -49.321079*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.48012*cm 72.9750679*cm 78.5885347*cm 0*rad 5.48012*cm 72.9750679*cm 78.5885347*cm 0*rad  | 
