                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                0*mm 0*mm -94.7*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |              140.000*mm 240.000*mm 385.000*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
  FMT_connector6_6_5  |                 FMT  |Connector Layer 6, Conn. 6, Element 5  |                              0*mm 0*mm 30.3088*mm  |                    0*deg 0*deg -390*deg  | 666600   |                Tube  |             225.3*mm 249.7*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_6_6  |                 FMT  |Connector Layer 6, Conn. 6, Element 6  |                              0*mm 0*mm 30.8796*mm  |                    0*deg 0*deg -390*deg  | 6ccecb   |                Tube  |              225.3*mm 249.7*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_14_1  |                 FMT  |Connector Layer 6, Conn. 14, Element 1  |                               0*mm 0*mm 30.265*mm  |                    0*deg 0*deg -570*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_14_2  |                 FMT  |Connector Layer 6, Conn. 14, Element 2  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -570*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_14_3  |                 FMT  |Connector Layer 6, Conn. 14, Element 3  |                               0*mm 0*mm 31.265*mm  |                    0*deg 0*deg -570*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_14_4  |                 FMT  |Connector Layer 6, Conn. 14, Element 4  |                               0*mm 0*mm 32.615*mm  |                    0*deg 0*deg -570*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_14_5  |                 FMT  |Connector Layer 6, Conn. 14, Element 5  |                              0*mm 0*mm 30.3088*mm  |                    0*deg 0*deg -570*deg  | 666600   |                Tube  |             225.3*mm 249.7*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_14_6  |                 FMT  |Connector Layer 6, Conn. 14, Element 6  |                              0*mm 0*mm 30.8796*mm  |                    0*deg 0*deg -570*deg  | 6ccecb   |                Tube  |              225.3*mm 249.7*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_5_1  |                 FMT  |Connector Layer 6, Conn. 5, Element 1  |                               0*mm 0*mm 30.265*mm  |                    0*deg 0*deg -405*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_5_2  |                 FMT  |Connector Layer 6, Conn. 5, Element 2  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -405*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_5_3  |                 FMT  |Connector Layer 6, Conn. 5, Element 3  |                               0*mm 0*mm 31.265*mm  |                    0*deg 0*deg -405*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_5_4  |                 FMT  |Connector Layer 6, Conn. 5, Element 4  |                               0*mm 0*mm 32.615*mm  |                    0*deg 0*deg -405*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_5_5  |                 FMT  |Connector Layer 6, Conn. 5, Element 5  |                              0*mm 0*mm 30.3088*mm  |                    0*deg 0*deg -405*deg  | 666600   |                Tube  |             225.3*mm 249.7*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_5_6  |                 FMT  |Connector Layer 6, Conn. 5, Element 6  |                              0*mm 0*mm 30.8796*mm  |                    0*deg 0*deg -405*deg  | 6ccecb   |                Tube  |              225.3*mm 249.7*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_13_1  |                 FMT  |Connector Layer 6, Conn. 13, Element 1  |                               0*mm 0*mm 30.265*mm  |                    0*deg 0*deg -585*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_13_2  |                 FMT  |Connector Layer 6, Conn. 13, Element 2  |                               0*mm 0*mm 32.015*mm  |                    0*deg 0*deg -585*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_13_3  |                 FMT  |Connector Layer 6, Conn. 13, Element 3  |                               0*mm 0*mm 31.265*mm  |                    0*deg 0*deg -585*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_13_4  |                 FMT  |Connector Layer 6, Conn. 13, Element 4  |                               0*mm 0*mm 32.615*mm  |                    0*deg 0*deg -585*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_13_5  |                 FMT  |Connector Layer 6, Conn. 13, Element 5  |                              0*mm 0*mm 30.3088*mm  |                    0*deg 0*deg -585*deg  | 666600   |                Tube  |             225.3*mm 249.7*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector6_13_6  |                 FMT  |Connector Layer 6, Conn. 13, Element 6  |                              0*mm 0*mm 30.8796*mm  |                    0*deg 0*deg -585*deg  | 6ccecb   |                Tube  |              225.3*mm 249.7*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector6_4_1  |                 FMT  |Connector Layer 6, Conn. 4, Element 1  |                               0*mm 0*mm 30.265*mm  |                    0*deg 0*deg -420*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
