           RICH_s4 |       fc | 0*cm 0*cm 0*cm | 0 0 0 |      Stl |  | 
       MAPMT_19_13 |  RICH_s4 | -135.3181472*cm -5.3*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_13 | MAPMT_19_13 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_13 | MAPMT_19_13 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_13 | MAPMT_19_13 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_13 | MAPMT_19_13 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_13 | MAPMT_19_13 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_13 | MAPMT_19_13 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_13 | MAPMT_19_13 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_14 |  RICH_s4 | -135.3181472*cm -10.6*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_14 | MAPMT_19_14 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_14 | MAPMT_19_14 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_14 | MAPMT_19_14 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_14 | MAPMT_19_14 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_14 | MAPMT_19_14 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_14 | MAPMT_19_14 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_14 | MAPMT_19_14 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_15 |  RICH_s4 | -135.3181472*cm -15.9*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_15 | MAPMT_19_15 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_15 | MAPMT_19_15 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_15 | MAPMT_19_15 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_15 | MAPMT_19_15 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_15 | MAPMT_19_15 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_15 | MAPMT_19_15 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_15 | MAPMT_19_15 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_16 |  RICH_s4 | -135.3181472*cm -21.2*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_16 | MAPMT_19_16 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_16 | MAPMT_19_16 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_16 | MAPMT_19_16 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_16 | MAPMT_19_16 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_16 | MAPMT_19_16 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_16 | MAPMT_19_16 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_16 | MAPMT_19_16 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_17 |  RICH_s4 | -135.3181472*cm -26.5*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_17 | MAPMT_19_17 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_17 | MAPMT_19_17 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_17 | MAPMT_19_17 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_17 | MAPMT_19_17 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_17 | MAPMT_19_17 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_17 | MAPMT_19_17 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_17 | MAPMT_19_17 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_18 |  RICH_s4 | -135.3181472*cm -31.8*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_18 | MAPMT_19_18 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_18 | MAPMT_19_18 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_18 | MAPMT_19_18 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_18 | MAPMT_19_18 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_18 | MAPMT_19_18 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_18 | MAPMT_19_18 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_18 | MAPMT_19_18 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_19 |  RICH_s4 | -135.3181472*cm -37.1*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_19 | MAPMT_19_19 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_19 | MAPMT_19_19 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_19 | MAPMT_19_19 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_19 | MAPMT_19_19 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_19 | MAPMT_19_19 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_19 | MAPMT_19_19 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_19 | MAPMT_19_19 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_20 |  RICH_s4 | -135.3181472*cm -42.4*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_20 | MAPMT_19_20 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_20 | MAPMT_19_20 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_20 | MAPMT_19_20 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_20 | MAPMT_19_20 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_20 | MAPMT_19_20 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_20 | MAPMT_19_20 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_20 | MAPMT_19_20 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_21 |  RICH_s4 | -135.3181472*cm -47.7*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_21 | MAPMT_19_21 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_21 | MAPMT_19_21 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_21 | MAPMT_19_21 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_21 | MAPMT_19_21 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_21 | MAPMT_19_21 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_21 | MAPMT_19_21 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_21 | MAPMT_19_21 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_22 |  RICH_s4 | -135.3181472*cm -53*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_22 | MAPMT_19_22 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_22 | MAPMT_19_22 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_22 | MAPMT_19_22 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_22 | MAPMT_19_22 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_22 | MAPMT_19_22 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_22 | MAPMT_19_22 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_22 | MAPMT_19_22 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_23 |  RICH_s4 | -135.3181472*cm -58.3*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_23 | MAPMT_19_23 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_23 | MAPMT_19_23 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_23 | MAPMT_19_23 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_23 | MAPMT_19_23 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_23 | MAPMT_19_23 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_23 | MAPMT_19_23 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_23 | MAPMT_19_23 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
       MAPMT_19_24 |  RICH_s4 | -135.3181472*cm -63.6*cm 652.5406998*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
AlLeft_MAPMT_19_24 | MAPMT_19_24 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_19_24 | MAPMT_19_24 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
 AlTop_MAPMT_19_24 | MAPMT_19_24 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_19_24 | MAPMT_19_24 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
Window_MAPMT_19_24 | MAPMT_19_24 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_19_24 | MAPMT_19_24 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
Socket_MAPMT_19_24 | MAPMT_19_24 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_20_0 |  RICH_s4 | -140.1215785*cm 66.25*cm 650.300823*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_20_0 | MAPMT_20_0 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_20_0 | MAPMT_20_0 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_20_0 | MAPMT_20_0 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_20_0 | MAPMT_20_0 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_20_0 | MAPMT_20_0 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_20_0 | MAPMT_20_0 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_20_0 | MAPMT_20_0 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_20_1 |  RICH_s4 | -140.1215785*cm 60.95*cm 650.300823*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_20_1 | MAPMT_20_1 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_20_1 | MAPMT_20_1 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_20_1 | MAPMT_20_1 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_20_1 | MAPMT_20_1 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_20_1 | MAPMT_20_1 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_20_1 | MAPMT_20_1 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_20_1 | MAPMT_20_1 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_20_2 |  RICH_s4 | -140.1215785*cm 55.65*cm 650.300823*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_20_2 | MAPMT_20_2 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_20_2 | MAPMT_20_2 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_20_2 | MAPMT_20_2 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_20_2 | MAPMT_20_2 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_20_2 | MAPMT_20_2 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_20_2 | MAPMT_20_2 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_20_2 | MAPMT_20_2 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_20_3 |  RICH_s4 | -140.1215785*cm 50.35*cm 650.300823*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_20_3 | MAPMT_20_3 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_20_3 | MAPMT_20_3 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_20_3 | MAPMT_20_3 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_20_3 | MAPMT_20_3 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_20_3 | MAPMT_20_3 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_20_3 | MAPMT_20_3 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_20_3 | MAPMT_20_3 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_20_4 |  RICH_s4 | -140.1215785*cm 45.05*cm 650.300823*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_20_4 | MAPMT_20_4 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_20_4 | MAPMT_20_4 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_20_4 | MAPMT_20_4 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_20_4 | MAPMT_20_4 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_20_4 | MAPMT_20_4 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_20_4 | MAPMT_20_4 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_20_4 | MAPMT_20_4 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_20_5 |  RICH_s4 | -140.1215785*cm 39.75*cm 650.300823*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_20_5 | MAPMT_20_5 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_20_5 | MAPMT_20_5 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_20_5 | MAPMT_20_5 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_20_5 | MAPMT_20_5 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_20_5 | MAPMT_20_5 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_20_5 | MAPMT_20_5 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_20_5 | MAPMT_20_5 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_20_6 |  RICH_s4 | -140.1215785*cm 34.45*cm 650.300823*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_20_6 | MAPMT_20_6 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_20_6 | MAPMT_20_6 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_20_6 | MAPMT_20_6 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_20_6 | MAPMT_20_6 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_20_6 | MAPMT_20_6 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_20_6 | MAPMT_20_6 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_20_6 | MAPMT_20_6 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_20_7 |  RICH_s4 | -140.1215785*cm 29.15*cm 650.300823*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_20_7 | MAPMT_20_7 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_20_7 | MAPMT_20_7 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_20_7 | MAPMT_20_7 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_20_7 | MAPMT_20_7 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
 Window_MAPMT_20_7 | MAPMT_20_7 | 0*cm 0*cm -1.275*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.075*cm  | 
Photocathode_MAPMT_20_7 | MAPMT_20_7 | 0*cm 0*cm -1.195*cm | 0 0 0 |      Box | 2.45*cm 2.45*cm 0.005*cm  | 
 Socket_MAPMT_20_7 | MAPMT_20_7 | 0*cm 0*cm 1.215*cm | 0 0 0 |      Box | 2.5*cm 2.5*cm 0.135*cm  | 
        MAPMT_20_8 |  RICH_s4 | -140.1215785*cm 23.85*cm 650.300823*cm | ordered: yzx 0*deg -90*deg 25*deg |      Box | 2.6*cm 2.6*cm 1.35*cm  | 
 AlLeft_MAPMT_20_8 | MAPMT_20_8 | 2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
AlRight_MAPMT_20_8 | MAPMT_20_8 | -2.55*cm 0*cm 0*cm | 0 0 0 |      Box | 0.05*cm 2.5*cm 1.35*cm  | 
  AlTop_MAPMT_20_8 | MAPMT_20_8 | 0*cm 2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
AlBottom_MAPMT_20_8 | MAPMT_20_8 | 0*cm -2.55*cm 0*cm | 0 0 0 |      Box | 2.6*cm 0.05*cm 1.35*cm  | 
