                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                0*mm 0*mm -94.7*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |              140.000*mm 240.000*mm 385.000*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
       BMT_Rods_3_11  |                 BMT  |                      BMT_Rods  | 215.127967074547*mm -98.2456501956844*mm -19.5*mm  |       0*deg 0*deg -335.454545555556*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_3_12  |                 BMT  |                      BMT_Rods  | 223.492693898754*mm -77.3515725365535*mm -19.5*mm  |       0*deg 0*deg -340.909091111111*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_3_13  |                 BMT  |                      BMT_Rods  |  229.833436203409*mm -55.756987032419*mm -19.5*mm  |       0*deg 0*deg -346.363636666667*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_3_14  |                 BMT  |                      BMT_Rods  | 234.092771242187*mm -33.6574576008482*mm -19.5*mm  |       0*deg 0*deg -351.818182222222*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_3_15  |                 BMT  |                      BMT_Rods  | 236.232125815975*mm -11.2531210099776*mm -19.5*mm  |       0*deg 0*deg -357.272727777778*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_3_16  |                 BMT  |                      BMT_Rods  |  236.232125597749*mm 11.2531255911199*mm -19.5*mm  |       0*deg 0*deg -362.727273333333*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_3_17  |                 BMT  |                      BMT_Rods  |  234.092770589484*mm 33.6574621405032*mm -19.5*mm  |       0*deg 0*deg -368.181818888889*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_3_18  |                 BMT  |                      BMT_Rods  |  230.319340904639*mm 55.8748709640823*mm -19.5*mm  |       0*deg 0*deg -373.636364444444*deg  | e3e4e5   |                 Box  |                                          2*mm 2*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_3_19  |                 BMT  |                      BMT_Rods  |  223.965192805473*mm 77.5151108598017*mm -19.5*mm  |              0*deg 0*deg -379.09091*deg  | e3e4e5   |                 Box  |                                          2*mm 2*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  BMT_FMTcableCu_1_1  |                 BMT  |                BMT_FMTcableCu  |      170.502767511679*mm 162.574055570434*mm 0*mm  |       0*deg 0*deg -43.6363627777778*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  BMT_FMTcableCu_1_2  |                 BMT  |                BMT_FMTcableCu  |       154.277070998556*mm 178.04522638326*mm 0*mm  |       0*deg 0*deg -49.0909083333333*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  BMT_FMTcableCu_1_3  |                 BMT  |                BMT_FMTcableCu  |      136.654217388368*mm 191.903991995301*mm 0*mm  |       0*deg 0*deg -54.5454538888889*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  BMT_FMTcableCu_1_4  |                 BMT  |                BMT_FMTcableCu  |      117.793801978281*mm 204.024845274446*mm 0*mm  |       0*deg 0*deg -59.9999994444444*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  BMT_FMTcableCu_1_5  |                 BMT  |                BMT_FMTcableCu  |      97.8666276171769*mm 214.298017892375*mm 0*mm  |              0*deg 0*deg -65.454545*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  BMT_FMTcableCu_1_6  |                 BMT  |                BMT_FMTcableCu  |      77.0531578885487*mm 222.630474403578*mm 0*mm  |       0*deg 0*deg -70.9090905555556*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  BMT_FMTcableCu_1_7  |                 BMT  |                BMT_FMTcableCu  |        55.54188280428*mm 228.946754788784*mm 0*mm  |       0*deg 0*deg -76.3636361111111*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  BMT_FMTcableCu_1_8  |                 BMT  |                BMT_FMTcableCu  |       33.527611809847*mm 233.189657832607*mm 0*mm  |       0*deg 0*deg -81.8181816666667*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  BMT_FMTcableCu_1_9  |                 BMT  |                BMT_FMTcableCu  |       11.2097095597479*mm 235.32075914663*mm 0*mm  |       0*deg 0*deg -87.2727272222222*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_FMTcableCu_1_10  |                 BMT  |                BMT_FMTcableCu  |      -11.2097095597479*mm 235.32075914663*mm 0*mm  |       0*deg 0*deg -92.7272727777778*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_FMTcableCu_1_11  |                 BMT  |                BMT_FMTcableCu  |      -33.527611809847*mm 233.189657832607*mm 0*mm  |       0*deg 0*deg -98.1818183333333*deg  | 666600   |                 Box  |                                       0.0876*mm 9*mm 379*mm  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
